code,description,pos_exposed,neg_exposed,pos_absent,neg_absent,total_exposed,total_absent,prior_odds_ratio,lam,log_or,se,z,p_two,ci_low,ci_high,group
D18.09,Hemangioma of other sites,72,44,17780,17808,116,35588,2.1439299731272485,1e-12,1.555086677710549,2.073876569482509,0.6275058884486563,0.1605756526832482,-2.763353625301224,5.366093143833171,D
Q31.1,Congenital subglottic stenosis,396,51,17456,17801,447,35257,2.5483934817160687,1.5628305470087551,4.476215418276552,2.159229683913075,2.0064849511416623,1.3678043922365417,0.1004494520105216,8.564474281649385,Q
Z13.42,Encounter for screening for global developmental delays (milestones),328,33,17524,17819,361,35343,3.326721869467136,2.2504759876926075,4.521736024133882,2.2339253389743567,1.99381219743948,1.3441636966255965,0.0756143804750264,8.832440797557368,Z
L85.1,Acquired keratosis [keratoderma] palmaris et plantaris,39,41,17813,17811,80,35624,1.1444887247278384,1e-12,-0.17193960928614052,2.0769400109728107,-0.0659083450282268,0.05013641610600663,-4.207615298403058,3.933839940710808,L
N13.70,"Vesicoureteral-reflux, unspecified",193,91,17659,17761,284,35420,0.7605149230752792,1e-12,2.2473527759514593,2.0707642932771035,1.0738459702712306,0.40507552792013124,-1.8349415435774905,6.282305327011831,N
P96.82,Delayed separation of umbilical cord,21,18,17831,17834,39,35665,2.015726495726496,1e-12,0.7789252766920691,2.0885768573728574,0.1925175673211381,-0.07632225015886619,-3.69144768365,4.4956231551393,P
Z38.1,"Single liveborn infant, born outside hospital",47,37,17805,17815,84,35620,0.7771616185622366,1e-12,0.9004591470058882,2.075479934582363,0.2987794954218609,0.1747510396285609,-3.447755074804264,4.687976770029695,Z
R23.8,Other skin changes,123,30,17729,17822,153,35551,1.642079344044028,0.4361573234062751,4.2458437490506356,2.171240681286787,1.8638708576101883,1.0349657537759303,-0.2086413063821792,8.302465767798445,R
Y92.00,~Kitchen of unspecified non-institutional (private) residence as the place of occurrence of the external cause,100,34,17752,17818,134,35570,1.9770201049863685,0.0489179463530593,5.858967468404226,2.454369947775532,2.3624175969913828,1.6477076486438142,0.987770051774242,10.608723456529232,Y
T14.8,~Other injury of unspecified body region,106,33,17746,17819,139,35565,1.469612500858404,0.1217235042692446,5.887628985229198,2.4929440728554253,2.332965438622836,1.8393304422204249,0.929871764122125,10.702032960660585,T
K92.0,Hematemesis,78,14,17774,17838,92,35612,1.9094252203214104,0.904415825815252,4.074180861757531,2.307901559179827,1.7483167405606368,0.9952241818802746,-0.4884610043762105,8.558346867336384,K
R01.1,"Cardiac murmur, unspecified",1292,540,16560,17312,1832,33872,1.2489703273657478,1e-12,3.095005832932088,2.0657017209771302,1.4585543392551328,0.5979228898729907,-1.0357627671795946,7.061639184655572,R
P13,Birth injury to skeleton,26,28,17826,17824,54,35650,1.8243276004064573,1e-12,-0.34320216079571375,2.08358468027666,-0.0981265883744957,-0.13432875738596006,-4.2882059883465695,3.879295875816744,P
R07.9,"Chest pain, unspecified",174,79,17678,17773,253,35451,0.8083750518967664,1e-12,2.501412935604274,2.072702799654306,1.159750706546287,0.481145530811213,-1.65860430161823,6.466241374337328,R
B34.9,"Viral infection, unspecified",2313,693,15539,17159,3006,32698,1.707603465617721,0.1752818461477122,5.0032287848803,2.071875140217198,2.375551560852903,2.133822432715515,0.861045567945709,8.982646878524875,B
S10.16,~Insect bite (nonvenomous) of throat,52,58,17800,17794,110,35594,0.8607490307951137,1e-12,-0.03767800439708735,2.073899565637121,-0.1475236727424186,-0.009271498110334689,-4.370717737023714,3.758819175380325,S
R00,Abnormalities of heart beat,682,108,17170,17744,790,34914,1.837012065356488,1.0852989909783024,4.339313960284505,2.109197419254947,2.0866415258409248,1.4253278962969316,0.2671879431893584,8.535089899238407,R
J01.80,Other acute sinusitis,133,50,17719,17802,183,35521,1.003162810805891,1e-12,4.188072115422837,2.1214771588571115,1.9711736889159177,1.4056992100784085,0.0237811317909359,8.33981878255953,J
J35.1,Hypertrophy of tonsils,384,113,17468,17739,497,35207,1.381456868245921,0.1752818461477122,5.544089129786801,2.168662973680384,2.559059157275213,1.7378584816885616,1.299235518821393,9.800238164859568,J
S53.03,~Nursemaid's elbow,87,57,17765,17795,144,35560,0.9339674119385958,1e-12,1.242413747440779,2.071376309780988,0.5336580298567954,0.20528677743154122,-2.9544163650304567,5.165229566169979,S
D50,Iron deficiency anemia,606,284,17246,17568,890,34814,1.045778999867117,1e-12,2.332650507150368,2.0661191398302043,1.1063832890558565,0.10128985057280537,-1.7635994123294785,6.335438791342675,D
L03.90,"Cellulitis, unspecified",372,395,17480,17457,767,34937,0.8895117118918185,1e-12,-0.31725574184657984,2.0652506543347235,-0.0813254212505526,-0.10037614245262812,-4.215774280995589,3.879859522092088,L
H57.8,~Brow ptosis,300,169,17552,17683,469,35235,1.0464142870430655,1e-12,1.6767727543652855,2.0666486068839256,0.7568397870060467,0.3545573134914711,-2.4864349467419977,5.614678729642744,H
M54.89,Other dorsalgia,30,19,17822,17833,49,35655,0.841072895980278,1e-12,1.3593595668069678,2.086568391898893,0.5735369419231192,0.38993796983177165,-2.892874844798356,5.28632295400462,M
L90,Atrophic disorders of skin,150,63,17702,17789,213,35491,1.7127749281969022,1e-12,2.9289302820163434,2.079074399732561,1.3802240825016256,0.6400788217263648,-1.2053223888315596,6.944499500478544,L
R78.89,"Finding of other specified substances, not normally found in blood",159,86,17693,17766,245,35459,1.0681673487949066,1e-12,1.507224441763674,2.0695711430342407,0.8158370481999122,0.45244155663580626,-2.3678520914177312,5.744717716163278,R
P61.0,Transient neonatal thrombocytopenia,214,11,17638,17841,225,35479,3.765127840909091,8.063862349961186,3.6876578686933126,2.490931123237056,1.551886892895851,1.0640750712305063,-1.0164919282566056,8.747778650772458,P
R04.0,Epistaxis,213,117,17639,17735,330,35374,1.3426566874710535,1e-12,1.3962754753705537,2.067987918353837,0.7932585166603427,0.5256081530066687,-2.4127328118526035,5.693630869022353,R
R26.89,Other abnormalities of gait and mobility,375,32,17477,17820,407,35297,3.472312766860529,2.7005711852311287,4.724227720212887,2.306244093093053,2.088560794768888,1.488969526304016,0.2965756339808552,9.336886358022102,R
J45.90,~Unspecified asthma with (acute) exacerbation,1872,1372,15980,16480,3244,32460,1.0628984976884113,1e-12,0.7839472920871902,2.064185125330084,0.429298444305352,0.37929381878510304,-3.15957704000781,4.931879966132716,J
R61,Generalized hyperhidrosis,26,10,17826,17842,36,35668,1.38007593739795,1e-12,3.9104617273283013,2.2548326602364543,1.6637154012355615,0.8592620487716529,-0.6679909811837503,8.170790629272432,R
M25.57,~Pain in right ankle and joints of right foot,105,85,17747,17767,190,35514,0.6405583862383404,1e-12,0.5130977733013091,2.0689843726653003,0.2660198028444179,-0.2557463007652361,-3.504744040095581,4.605525669904791,M
H51,Other disorders of binocular movement,365,54,17487,17798,419,35285,2.592677485781526,1.0852989909783024,5.801650912491348,2.4236996003774487,2.4395067978047176,1.549901005881336,1.162267724873443,10.662995577041285,H
M43.6,Torticollis,1084,164,16768,17688,1248,34456,2.2002548010549066,1.0852989909783024,5.151877473436442,2.1240995041381985,2.443746314922321,1.7138833355130703,1.0276018080757965,9.353918863456313,M
E63,Other nutritional deficiencies,159,11,17693,17841,170,35534,3.154655133360638,4.66658700807939,3.9169229259125404,2.4369551393841054,1.6086275967301673,0.854372487541446,-0.8561910159259503,8.696497594339316,E
Q10.6,Other congenital malformations of lacrimal apparatus,158,98,17694,17754,256,35448,1.1831808298185058,1e-12,1.3051455245893344,2.068334832717186,0.6108416573527978,0.09029346262676166,-2.7904367029178743,5.317286857272849,Q
J15.9,Unspecified bacterial pneumonia,274,128,17578,17724,402,35302,0.966220424846892,1e-12,2.425154352919745,2.0688943676379368,1.0986433957337236,0.43870932165950205,-1.781981314912008,6.327935581864244,J
W18.49,~Other slipping,61,64,17791,17788,125,35579,0.7335418898293903,1e-12,-0.06206446521298142,2.0722325156584493,-0.0634504093541655,0.029275589046299236,-4.192985099678936,3.9300170968878536,W
J34.89,Other specified disorders of nose and nasal sinuses,534,107,17318,17745,641,35063,1.871180326229813,0.6280665457050362,5.000849172120484,2.145511678541232,2.3741603775678595,1.6713965710610825,0.8886631984508107,9.298914435152597,J
E88,Other and unspecified metabolic disorders,176,10,17676,17842,186,35518,2.976508517204225,6.719885291634322,3.5929125639711508,2.5017303108755997,1.5447986509309652,0.8768828229462247,-1.0386316991146385,8.767970917582097,E
J81.1,Chronic pulmonary edema,369,43,17483,17809,412,35292,1.892624879231816,1.8753966564105065,4.358500762717693,2.169561689337523,1.9471060112268344,1.1064112448746852,-0.0278961663028862,8.47662938037596,J
H60,Otitis externa,502,407,17350,17445,909,34795,1.1434465151060482,1e-12,0.554438616760738,2.0649425530428585,0.2703158285730558,-0.07561350396838978,-3.489026376926652,4.605399691289734,H
A38.9,"Scarlet fever, uncomplicated",87,73,17765,17779,160,35544,0.9919357469290152,1e-12,0.3904011314678721,2.0699213841430955,0.2213091288637267,0.2631337342087187,-3.5988788654086576,4.515063862090873,A
K13,Other diseases of lip and oral mucosa,254,102,17598,17750,356,35348,1.5707334884289617,1e-12,3.302768564553492,2.07642318476084,1.5661570307252035,1.0033672384701382,-0.8177098892211969,7.321719428369212,K
Q82.6,Congenital sacral dimple,101,10,17751,17842,111,35593,3.5300193093538104,2.7005711852311287,3.936720271419963,2.4047261085802374,1.5950812852557064,0.8272682525005761,-0.8774429535383024,8.548910177462538,Q
A08.8,Other specified intestinal infections,578,670,17274,17182,1248,34456,0.96763237245774,1e-12,-0.48272582720317825,2.0647982221694074,-0.2102603433638024,0.09726679312700354,-4.48107533396468,3.612784967624063,A
Y99.9,Unspecified external cause status,29,14,17823,17838,43,35661,1.644201094815121,1e-12,2.204355590997237,2.105863149764222,1.0005632130836104,0.53231438906333,-2.020366730465491,6.234465129350416,Y
P36.9,"Bacterial sepsis of newborn, unspecified",447,95,17405,17757,542,35162,2.1340359279383327,0.5233887880875302,5.921488558275386,2.2739313034953863,2.63404745765414,2.0338576894114553,1.5328195106830105,10.446466427021363,P
A37,Whooping cough,37,14,17815,17838,51,35653,1.4458306511765726,1e-12,4.288786382798291,2.2404141640201343,1.801556064470908,1.042419191336401,-0.3548993478158841,8.427362796049868,A
N50.8,~Right testicular pain,114,16,17738,17836,130,35574,1.6151935776634163,1.3023587891739627,4.6351433193256,2.416597946295296,1.8924389291022805,1.4019448447814409,-0.1631809102943995,9.309708969410082,N
E73,Lactose intolerance,74,9,17778,17843,83,35621,2.9918626289967856,1.8753966564105065,4.078944755514241,2.437917019347293,1.607310323057871,0.6705446190483222,-0.8597403632625529,8.696718747173312,E
H57,Other disorders of eye and adnexa,553,240,17299,17612,793,34911,1.6041644077887625,1e-12,2.9921000836607123,2.06730224544534,1.30051319157944,0.928353855920435,-1.363284105048188,6.740391787415111,H
Z02,Encounter for administrative examination,191,88,17661,17764,279,35425,1.12070828885787,1e-12,2.327892045607328,2.0714585810793054,1.1258180479752484,0.6981085431441256,-1.7278987581696006,6.392069670594164,Z
G47,Sleep disorders,1568,284,16284,17568,1852,33852,1.9475573616680344,0.7536798548460434,5.823941827667275,2.1188004055283858,2.711297241834526,2.031440885299345,1.59192521024249,9.897470180771483,other
J11.2,Influenza due to unidentified influenza virus with gastrointestinal manifestations,37,42,17815,17810,79,35625,0.728921493334556,1e-12,-0.22774399710556884,2.0780843447859607,-0.1720508588180623,0.08695181563113483,-4.430506668833794,3.715434276400204,J
T50.90,~Poisoning by unspecified drugs,133,106,17719,17746,239,35465,1.1212188804032943,1e-12,0.6793114225616035,2.067948577216584,0.2859075740062129,0.21809034353302614,-3.4618625723437586,4.6443468941069455,T
H01.00,~Unspecified blepharitis right upper eyelid,64,44,17788,17808,108,35596,1.3740423877114525,1e-12,1.0767063742315213,2.073496526335948,0.4695766175614962,0.3298358397340334,-3.090313028325019,5.037643999049712,H
W18,"Other slipping, tripping and stumbling and falls",193,143,17659,17709,336,35368,1.0838255927544826,1e-12,0.8210310621611072,2.0668414205948897,0.3783165795445644,0.16615780505233158,-3.2690143694210985,4.832855122822073,W
H66,Suppurative and unspecified otitis media,10608,10964,7244,6888,21572,14132,0.8770659544213639,1e-12,-0.11903271105714411,2.063962131110607,-0.1082354490388829,-0.1549505662252324,-4.268685310491333,3.8218975743713206,H
H65.04,"Acute serous otitis media, recurrent, right ear",54,6,17798,17846,60,35644,2.0307189167226087,2.7005711852311287,3.0602168101644422,2.47464164110159,1.372060166792758,0.5224352063874929,-1.4548512683600587,8.245565714044362,H
S09.93,~Unspecified injury of face,405,365,17447,17487,770,34934,0.8060034162980231,1e-12,0.26194284633169945,2.065138930626881,0.1351875084747263,0.2626458400174323,-3.76841694041464,4.326778913785858,S
S05,Injury of eye and orbit,190,138,17662,17714,328,35376,1.376074709859951,1e-12,0.7533811788318094,2.0669427167851446,0.4034623752516217,0.19999597250424414,-3.2171996649830823,4.885066901029432,S
P04,Newborn affected by noxious substances transmitted via placenta or breast milk,105,27,17747,17825,132,35572,2.5142988637085,0.363464436171896,3.96877657167199,2.1906849353079934,1.8915436880732688,1.3822847564138134,-0.149887312739092,8.437439836617159,P
R07.0,Pain in throat,134,97,17718,17755,231,35473,0.8975915135596895,1e-12,0.8805053325061115,2.0682379264686617,0.4063289441830406,0.16609547908909114,-3.2132869143570453,4.89405678031971,R
M62.83,~Muscle spasm of back,367,26,17485,17826,393,35311,2.459293615973653,3.888822506732825,4.368120196342079,2.2739692169717003,1.902507041757865,1.0873684496468483,-0.1306553191880022,8.783140215246558,M
J82,"Pulmonary eosinophilia, not elsewhere classified",70,37,17782,17815,107,35597,0.9348420897795504,1e-12,1.7762472579717885,2.0774940719990385,0.8479157742444604,0.45107204848868765,-2.310273564666236,5.833353553760919,J
L90.9,"Atrophic disorder of skin, unspecified",36,38,17816,17814,74,35630,0.7939498742364355,1e-12,0.2081969752518592,2.078040198424412,-0.0713048713928824,0.19914088616584646,-4.221058336436208,3.924709558240423,L
J21.9,"Acute bronchiolitis, unspecified",1549,440,16303,17412,1989,33715,1.7155150731716022,0.2103382153772546,5.67146341339831,2.088734381930472,2.649754435595532,2.1051951441009256,1.4407890314469052,9.628477355155416,J
L72.3,Sebaceous cyst,91,59,17761,17793,150,35554,1.1463816979323502,1e-12,1.246584699402714,2.071145465615761,0.5477832685531231,0.3093840454277992,-2.924831686546352,5.193909352154316,L
P07.16,"Other low birth weight newborn, 1500-1749 grams",274,26,17578,17826,300,35404,2.888796875521176,2.2504759876926075,5.0107222151829856,2.4297096448088333,2.094176373385904,1.6492562643189752,0.3260971356315947,9.850383929061437,P
H66.00,~Acute suppurative otitis media without spontaneous rupture of ear drum,5807,5653,12045,12199,11460,24244,0.9167817522889736,1e-12,0.23835129585584902,2.0639734841572994,0.051372008000592,0.034629370082963275,-3.93928323165282,4.151344156335097,H
R82.90,Unspecified abnormal findings in urine,53,20,17799,17832,73,35631,1.9049958690253137,1e-12,4.35395964678158,2.1951788337890763,1.8643683605653227,1.0036365420856783,-0.2098494903521901,8.395093417350264,R
H52.31,Anisometropia,87,8,17765,17844,95,35609,1.877222698025082,3.2406854222773545,3.733510546121848,2.459592789839037,1.5001904005461673,0.8718990630288984,-1.1308557921498168,8.510570777287997,H
L30.4,Erythema intertrigo,94,50,17758,17802,144,35560,1.1319568391149797,1e-12,1.9316399077297186,2.0738752027961294,0.8395944337425378,0.36839314660663425,-2.3235066293668067,5.805934782455421,L
Z29.9,"Encounter for prophylactic measures, unspecified",52,6,17800,17846,58,35646,4.105847739419579,2.7005711852311287,3.187144822028707,2.4470587736064355,1.3392123445473247,0.9885701733241645,-1.5190157468747914,8.073278381767944,Z
R42,Dizziness and giddiness,61,9,17791,17843,70,35634,1.7612860833594672,1.3023587891739627,3.8403687633692374,2.4579356311983296,1.6499698016855482,0.7425001639035942,-0.7619457475022999,8.8729848794306,R
J45.20,"Mild intermittent asthma, uncomplicated",628,389,17224,17463,1017,34687,1.2073661212173783,1e-12,1.0964753128997764,2.0649993225482213,0.6272822092637771,0.46914083847233434,-2.751986963117873,5.342661637470376,J
M54.5,~Low back pain,62,18,17790,17834,80,35624,1.3588321650372013,0.2103382153772546,4.5637800759772995,2.321649354208508,1.967457131873894,1.3204626555423833,0.017396460668599,9.1180946986273,M
S80,Superficial injury of knee and lower leg,132,48,17720,17804,180,35524,1.6496282165928546,1e-12,5.573595243504305,2.266847817277197,2.4232948313460976,1.6237497544387005,1.0503005187594745,9.936180679352551,S
J02.9,"Acute pharyngitis, unspecified",4272,4706,13580,13146,8978,26726,0.9132496669554871,1e-12,-0.2950445447519015,2.064003000940989,-0.1722280684942687,0.41771677657698336,-4.40085079604537,3.6898922956084887,J
L71.1,Rhinophyma,30,31,17822,17821,61,35643,1.018865872181456,1e-12,-0.1983622426558552,2.080780301477537,-0.0428654420237725,0.05165280524915861,-4.167448018013561,3.9890608832591754,L
W08.XX,~Fall from other furniture,79,47,17773,17805,126,35578,1.400711928156012,1e-12,1.461303935299992,2.073397791212822,0.6660089158426624,0.4246012343145156,-2.682883581365807,5.444686411438251,W
T36,"Poisoning by, adverse effect of and underdosing of systemic antibiotics",88,46,17764,17806,134,35570,1.171778592506483,1e-12,2.025437661225569,2.075010609253925,0.8685661174989074,0.23679547050486657,-2.2646621530274835,5.869229970324932,T
Q68.0,Congenital deformity of sternocleidomastoid muscle,428,62,17424,17790,490,35214,1.8096075427548004,1.3023587891739627,4.157519798710141,2.134828134020974,1.9872701889636848,1.3658542937901623,0.058294053436894,8.426666565164808,Q
T75,Other and unspecified effects of other external causes,40,28,17812,17824,68,35636,1.7106351280647714,1e-12,1.1211029967388022,2.078953811778426,0.4447524285419792,0.12235136342554831,-3.1500548399929174,4.999294353223037,T
S05.00,~Injury of conjunctiva and corneal abrasion without foreign body,77,70,17775,17782,147,35557,1.2426198738066183,1e-12,0.015372763282476443,2.070506827235972,0.1215563581984218,0.29632820237433993,-3.806435541583028,4.309802080670576,S
