code,description,pos_exposed,neg_exposed,pos_absent,neg_absent,total_exposed,total_absent,prior_odds_ratio,lam,log_or,se,z,p_two,ci_low,ci_high,group
T21,Burn and corrosion of trunk,14,5,13273,13282,19,26555,3.546136736857422,0.1460682051230935,4.051210936735434,2.958173377567276,1.4001254662038267,0.7696623091991014,-1.6560994006789374,9.9397271594352,T
R16,"Hepatomegaly and splenomegaly, not elsewhere classified",276,51,13011,13236,327,26247,1.2059682070135145,0.1460682051230935,5.961339377666231,2.9206751552925616,2.110409979650332,1.3111949367033906,0.439403880131854,11.888240109960554,R
Z00.12,~Encounter for routine child health examination with abnormal findings,4,6,13283,13281,10,26564,6.16464339908953,0.6280665457050362,-1.1455839145862077,3.225327879735428,-0.3865345296793781,0.3600165504201482,-7.568227077669692,5.0748258875590535,Z
R43,Disturbances of smell and taste,54,16,13233,13271,70,26504,0.7808957085027667,0.1460682051230935,4.553131736977489,2.928306918862472,1.5622234616891146,0.9427239990940217,-1.1647063249763834,10.314045868323417,R
S67.00,~Crushing injury of unspecified thumb,6,6,13281,13281,12,26562,4.502460909150888,0.1752818461477122,0.0462436265807456,3.236627497853555,-1.0290554214484926e-16,0.1606435336291873,-6.343673327164959,6.343673327164959,S
H53.15,Visual distortions of shape and size,14,5,13273,13282,19,26555,3.6460706576332047,0.1460682051230935,4.059093578938513,2.958173377567276,1.4001254662038267,0.8307320529479182,-1.6560994006789374,9.9397271594352,H
D86.9,"Sarcoidosis, unspecified",261,13,13026,13274,274,26300,4.768720060509287,1.8753966564105065,5.318524319926743,3.116749520596457,1.6594848446978383,1.2158536907182143,-0.9365182150524616,11.280915403350608,D
Z99,"Dependence on enabling machines and devices, not elsewhere classified",638,14,12649,13273,652,25922,5.439923814401639,6.719885291634322,5.296877405392346,3.1985143857514498,1.6106589759051912,1.0911139058124657,-1.117257095133643,11.420688905078546,Z
M47.26,"Other spondylosis with radiculopathy, lumbar region",114,19,13173,13268,133,26441,2.2936868346584016,0.1460682051230935,6.106349063619255,2.9317157630849326,2.082648226166788,1.4476978176814446,0.3596753250592144,11.851789942168876,M
824,No Data,114,69,13173,13218,183,26391,0.3105051465345448,0.1460682051230935,3.1277911761206627,2.920092528745811,1.0485317291683671,0.5293399149529127,-2.661466519368807,8.785085856363757,8
G25.0,Essential tremor,259,26,13028,13261,285,26289,1.216042707990204,0.3028870301432467,7.815953725432388,3.218147076496497,2.4438020731488503,1.8133913152976224,1.5570621303540513,14.171966864126054,G
Z88.2,Allergy status to sulfonamides,58,27,13229,13260,85,26489,1.755417031580032,0.1460682051230935,3.728343642205465,2.924461900964583,1.246467725990995,1.0637609005234772,-2.0865926246074986,9.377087375492753,Z
G31,"Other degenerative diseases of nervous system, not elsewhere classified",699,32,12588,13255,731,25843,2.1851593056252705,1.8753966564105065,5.886005548737879,3.0840421987221283,1.9539506959065216,1.3354934217600631,-0.0185452358989106,12.070678036695274,G
H18.59,~Other hereditary corneal dystrophies,55,11,13232,13276,66,26508,1.0343975720789076,0.1460682051230935,5.3351046803044095,2.937531776590695,1.858926537696278,1.0238489368857202,-0.296800710729185,11.21811226039026,H
D56.3,Thalassemia minor,5,2,13282,13285,7,26567,6.472951441578149,0.1460682051230935,3.9065113386461214,3.0265154019796765,1.2895323046954628,0.9372804841094389,-2.029071805024763,9.834650568047095,D
E11.32,~Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,225,41,13062,13246,266,26308,0.8715455042466523,0.1460682051230935,6.184453216801176,2.922004509935848,2.077181880096239,0.9679936022495625,0.342511219460361,11.796558423736109,E
N19,Unspecified kidney failure,565,21,12722,13266,586,25988,2.815500725689405,2.7005711852311287,5.664387259926966,3.1226817968971123,1.802953684650273,1.4047605550882905,-0.4902932053911764,11.750394508803144,N
N21,Calculus of lower urinary tract,67,21,13220,13266,88,26486,1.4897509348144586,0.1460682051230935,4.212514828667842,2.9252255195307417,1.5310176447327233,0.8303278957289074,-1.2547647797137094,10.211908550161734,N
R06.01,Orthopnea,84,7,13203,13280,91,26483,8.965044154751894,0.7536798548460434,5.155700343444997,3.113619702484772,1.6019691055544911,0.9191242362329552,-1.1146599085981004,11.09050504825084,R
S90.00,~Contusion of unspecified ankle,18,3,13269,13284,21,26553,2.4649468892261,0.1460682051230935,5.7682690053796515,3.017977440602373,1.9649186527904987,1.147185132961237,0.0149530770055106,11.845207256475554,S
S33.9X,~Sprain of unspecified parts of lumbar spine and pelvis,22,16,13265,13271,38,26536,1.170332122577057,0.1460682051230935,2.4990412827194746,2.9453718950691523,0.8250682944049342,0.2618112633778519,-3.342689869559091,8.20295580126496,S
H20,Iridocyclitis,126,40,13161,13247,166,26408,1.7552913468789058,0.1460682051230935,4.620085680814712,2.920510293618782,1.5555879453030086,1.1220198829740577,-1.1809843850845845,10.267205598858038,H
H54,Blindness and low vision,199,18,13088,13269,217,26357,2.954447866845701,0.5233887880875302,5.682578376119288,3.0264554241862074,1.8935173354204589,1.1142635043587965,-0.2010978216469965,11.66238944279472,H
N42.89,Other specified disorders of prostate,26,15,13261,13272,41,26533,1.4998086692617272,0.1460682051230935,3.3008083964985864,2.936089148899256,1.0604647427458482,0.5174974394587749,-2.641009963275076,8.868248011207728,N
K27,"Peptic ulcer, site unspecified",168,42,13119,13245,210,26364,2.244400166263105,0.1460682051230935,5.240432280369714,2.920410369167219,1.7579996369812,1.2154240012837092,-0.5898187748129695,10.857979512477176,K
R10.31,Right lower quadrant pain,431,185,12856,13102,616,25958,0.9330156569094624,0.1460682051230935,4.367222004002703,2.9167493595642906,1.5149362493182477,0.9693302121120375,-1.2980343616965504,10.135413031656004,R
M21.42,"Flat foot [pes planus] (acquired), left foot",21,2,13266,13285,23,26551,4.197322274589912,1.0852989909783024,3.765294506296025,3.25325737456903,1.1372855293091144,0.5729743881176844,-2.6763847513791115,10.076149821810152,M
E87.2,Acidosis,485,13,12802,13274,498,26076,6.63685820651564,4.66658700807939,5.14440585293164,3.219217150622692,1.6487700014615811,0.8395544045880926,-1.001801007496808,11.617298339771455,E
R35.0,Frequency of micturition,1093,399,12194,12888,1492,25082,1.7715009165214832,0.1752818461477122,4.073775195117567,2.9158487991175237,1.4876025648147737,0.8149347732514538,-1.3773344784554071,10.052582782814016,R
C44.32,~Squamous cell carcinoma of skin of unspecified parts of face,169,12,13118,13275,181,26393,3.3010842368640536,0.904415825815252,5.426658451823164,3.154359657763386,1.8053548862051656,1.3210024178395812,-0.4876927025107447,11.877169944493913,C
D05.12,Intraductal carcinoma in situ of left breast,11,6,13276,13281,17,26557,4.800151975683891,0.1460682051230935,3.148314733664804,2.963607324305646,1.0925222031904265,0.5711184966522838,-2.5707568166164934,9.046370423299871,D
Z79.02,Long term (current) use of antithrombotics/antiplatelets,122,12,13165,13275,134,26440,8.936762623879188,0.363464436171896,6.6211632217397085,3.1566301210504584,2.0700875500433216,1.433073847132567,0.3476193639050882,12.721382063451507,Z
M79.89,Other specified soft tissue disorders,1919,313,11368,12974,2232,24342,2.019796867724282,0.2103382153772546,7.24619950220594,2.917204307637706,2.475801208892732,1.8953633404773527,1.504802572921509,12.940033329951524,M
G43.70,~Chronic migraine without aura,21,14,13266,13273,35,26539,2.1674403225191083,0.1460682051230935,2.844529683581726,2.9435624684046457,0.9217300171169396,0.4779864039597456,-3.056106539929531,8.482446308704322,G
Z74.3,Need for continuous supervision,172,9,13115,13278,181,26393,1.928970470869912,1.8753966564105065,4.7630442234590635,3.14214804408908,1.548419835299653,0.7780584734432073,-1.2931326435920305,11.023861357423112,Z
M19,Other and unspecified osteoarthritis,3018,976,10269,12311,3994,22580,2.014513969543314,0.2524058584527056,5.203962531901485,2.915811271287608,1.7110320517865476,1.113766774015556,-0.7258385353060826,10.703931619573236,M
H70,Mastoiditis and related conditions,52,15,13235,13272,67,26507,5.057904575396119,0.1460682051230935,4.550628811860696,2.9291862552322865,1.5796095520134843,0.9316724172849089,-1.114128975873505,10.36807015265656,H
824.4," Bimalleolar fracture, closed",28,10,13259,13277,38,26536,1.5971168437025798,0.1460682051230935,4.094566857387205,2.9367620464366038,1.416487836390379,1.1337562216948724,-1.5960601250295223,9.915835559330256,8
K11.9,"Disease of salivary gland, unspecified",16,4,13271,13283,20,26554,3.451532625189681,0.1460682051230935,4.894079805823442,2.968641756406181,1.6420390620954437,0.9704141332003844,-0.9438052001712663,10.69305665094442,K
L60.1,Onycholysis,432,67,12855,13220,499,26075,1.686817105099115,0.1460682051230935,7.432825458927803,2.921393763663882,2.537821794907664,1.808087474135446,1.6881502034924,13.139803326374654,L
M87.00,Idiopathic aseptic necrosis of unspecified bone,25,5,13262,13282,30,26544,2.992456603541888,0.1460682051230935,5.404298747112115,2.9640855297937514,1.8253878027154768,1.304148499130811,-0.3988953132011223,11.220106457783032,M
H66.00,~Acute suppurative otitis media without spontaneous rupture of ear drum,82,70,13205,13217,152,26422,0.5945926071183449,0.1460682051230935,1.8237735478078598,2.927311300128572,0.5935946077540615,0.19831206537799573,-3.999788516815271,7.4750609227629745,H
M75.41,Impingement syndrome of right shoulder,62,30,13225,13257,92,26482,0.4516387272531753,0.1460682051230935,3.645714451747956,2.9238139894914474,1.2189529932218228,0.5656847366040566,-2.16657830278317,9.294561931012048,M
E78.49,Other hyperlipidemia,140,24,13147,13263,164,26410,2.1976647206005007,0.1460682051230935,6.030589735909507,2.927690641898397,2.071737165850304,1.1435096816624402,0.3272372969372314,11.803573728928852,E
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",155,6,13132,13281,161,26413,1.3876968961105631,3.888822506732825,4.621133309034594,3.2401554967557624,1.3525374791697529,0.7476472077930588,-1.968156330250725,10.73301982565084,I
H65.00,"Acute serous otitis media, unspecified ear",69,65,13218,13222,134,26440,1.3749939307621344,0.1460682051230935,0.9381352708026824,2.940737833743704,0.3289123895341622,0.1286828967307995,-4.796495134221839,6.730985350002154,H
Z68.21,"Body mass index [BMI] 21.0-21.9, adult",55,15,13232,13272,70,26504,1.7888246688819944,0.1460682051230935,4.706434658084021,2.9292646244883183,1.62107741261089,1.0668134387402632,-0.9926884468662164,10.489817883502482,Z
L13,Other bullous disorders,15,6,13272,13281,21,26553,8.03951367781155,0.1460682051230935,3.9993605067869873,2.952760796390213,1.3257610162113995,0.7023106140832887,-1.8726496618351545,9.701959969938097,L
G83,Other paralytic syndromes,73,16,13214,13271,89,26485,1.0820756693608296,0.1460682051230935,5.392119454486309,2.9295334668495525,1.797005174001433,1.1712849021333671,-0.4773932891908865,11.00616688386889,G
L03.11,~Cellulitis of right axilla,1087,220,12200,13067,1307,25267,2.656343745189813,0.1752818461477122,6.175562593982901,2.9166937296369646,2.0869326559056898,1.2348685618142663,0.3703287276324856,11.803558055676998,L
Z01.10,Encounter for examination of ears and hearing without abnormal findings,42,13,13245,13274,55,26519,1.6703304245514266,0.1460682051230935,4.678429981433666,2.931344209543424,1.5241564613886376,0.7403800784930673,-1.2775018594653664,10.21315629452492,Z
R06.89,Other abnormalities of breathing,672,33,12615,13254,705,25869,7.293101542203305,1.8753966564105065,5.390700733651641,3.00328083882487,1.770035741200001,0.9247208535062921,-0.5704078539748494,11.202236705137128,R
I80,Phlebitis and thrombophlebitis,431,74,12856,13213,505,26069,2.1329450621486017,0.1460682051230935,7.157893147344538,2.9199114302150693,2.398538745277376,1.694589102708039,1.2805994568807453,12.726441939417496,I
K64.0,First degree hemorrhoids,45,45,13242,13242,90,26484,2.6536697247706424,0.1460682051230935,0.07760128726941691,3.0061626117693425,3.69315691798758e-16,0.0964474689178279,-5.891970450738775,5.891970450738777,K
G62,Other and unspecified polyneuropathies,315,37,12972,13250,352,26222,2.94075114440283,0.1460682051230935,9.493431498316914,2.9978574079791844,3.159954087650935,2.5246704520505245,3.597399220112659,15.34878432096426,G
Y83.8,"Other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",29,3,13258,13284,32,26542,3.620563048484141,0.4361573234062751,5.2777740131999,3.241118020402259,1.5755041648080297,0.7842602222065258,-1.2460796498540692,11.4588695294103,Y
Z48.03,Encounter for change or removal of drains,176,31,13111,13256,207,26367,1.1423085064561975,0.1460682051230935,5.999985470843248,2.9245229804959427,2.07123082617958,1.4562202481982425,0.3254024353419966,11.78932186280556,Z
Z90,"Acquired absence of organs, not elsewhere classified",527,211,12760,13076,738,25836,1.1738980066654088,0.1460682051230935,4.787926675524543,2.9167722560784863,1.6719351502888216,1.2427903391278967,-0.8401145126946234,10.59342263334432,Z
Z63.0,Problems in relationship with spouse or partner,2,2,13285,13285,4,26570,6.638963464456636,0.363464436171896,-0.11442636347702306,3.294553759145521,0.0,-0.1592732562638259,-6.457206713056269,6.457206713056269,Z
H15.10,~Unspecified episcleritis,3,1,13284,13286,4,26570,6.904582701062216,0.1460682051230935,4.262485108998232,3.1206429610964785,1.3668086550829006,0.7768907139820332,-1.8510260037073287,10.381669621007726,H
M99.03,Segmental and somatic dysfunction of lumbar region,724,555,12563,12732,1279,25295,1.15064687841506,0.1460682051230935,2.670269572724558,2.9163696220936925,0.9064479345295572,0.701783467404891,-3.0724422046387523,8.359516645181898,M
D49.89,Neoplasm of unspecified behavior of other specified sites,44,6,13243,13281,50,26524,3.8826884327721047,0.1460682051230935,6.696974138011128,3.0086785556277014,2.283148524051896,1.6880644298593397,0.9723583935396912,12.76616161371626,D
H33.32,~Round hole,25,21,13262,13266,46,26528,1.124477139275582,0.1460682051230935,1.81683106428322,2.952498021315027,0.6133525408760149,0.3511135165992803,-3.975867622898248,7.597711949508204,H
N64.89,Other specified disorders of breast,128,196,13159,13091,324,26250,1.6699200483688608,0.4361573234062751,-3.5925458161046104,3.0158359516951343,-1.1802226719083468,0.7865493306158571,-9.470287813550424,2.351571883656658,N
K26,Duodenal ulcer,133,18,13154,13269,151,26423,0.7568390813535749,0.1460682051230935,7.297515523208883,2.9479476860545613,2.406688022203372,1.7739524940064213,1.316919093134528,12.87266167908479,K
C77.3,Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes,36,19,13251,13268,55,26519,1.1171812780015535,0.1460682051230935,3.5538976173266073,2.929998965982451,1.1395026009158655,0.67758503640197,-2.403951005647403,9.081433890483002,C
J98.9,"Respiratory disorder, unspecified",90,9,13197,13278,99,26475,7.374416190970421,0.363464436171896,6.1302916638019616,3.151615348032499,1.966239399852735,1.2605820780054096,0.0197776952147235,12.373882845749456,J
V49,Car occupant injured in other and unspecified transport accidents,44,15,13243,13272,59,26515,3.10022012406993,0.1460682051230935,4.067215204679777,2.929411020467891,1.459351026581344,0.7447607166316192,-1.4665011160332746,10.016579076030313,V
173.0,~ Unspecified malignant neoplasm of skin of lip,17,6,13270,13281,23,26551,1.7483390066849855,0.1460682051230935,3.996593203823637,2.9509236193770545,1.4129026389155548,0.7191023519119807,-1.6143362460515291,9.95307178416369,1
Q82.8,Other specified congenital malformations of skin,101,38,13186,13249,139,26435,1.3018904033038998,0.1460682051230935,3.99061253583283,2.921020868351615,1.4213350092210666,0.8172025827386493,-1.5733464772056092,9.87684492291255,Q
G43.00,~Migraine without aura,82,74,13205,13213,156,26418,0.9556884270321446,0.1460682051230935,1.4456626402363077,2.9309797787908787,0.4649556766041942,0.040130746138101886,-4.381839119684372,7.107390492006221,G
S01.80,~Unspecified open wound of other part of head,139,18,13148,13269,157,26417,1.28416813111391,0.1460682051230935,7.37747948307585,2.957797544730067,2.5144130272044047,2.061613487994444,1.6399480170705525,13.234301339534415,S
H92,Otalgia and effusion of ear,424,243,12863,13044,667,25907,1.5541672859690845,0.1460682051230935,3.59080273878848,2.91663911008242,1.2184810408133484,1.0352851948346053,-2.162638153132352,9.270377070192644,H
B37.2,Candidiasis of skin and nail,146,23,13141,13264,169,26405,2.732948794164431,0.1460682051230935,6.445019048113487,2.930554896505466,2.175806372378222,1.5322018252419736,0.6325379665525759,12.120102070289017,B
F06.30,"Mood disorder due to known physiological condition, unspecified",47,8,13240,13279,55,26519,1.6693132311909542,0.1460682051230935,5.7715699926741415,2.952758963380881,2.001625828857855,1.4035093208428835,0.1230173842403656,11.697619830749067,F
I77.6,"Arteritis, unspecified",96,9,13191,13278,105,26469,2.426677961034432,0.4361573234062751,6.332182334150581,3.209856978280352,1.9418914799974745,1.256412482740861,-0.0580101548210025,12.52439799108711,I
S51,Open wound of elbow and forearm,160,30,13127,13257,190,26384,2.369821249582359,0.1460682051230935,5.925746863841752,2.924057910139701,1.99584460650062,1.464752419282955,0.1049170164645252,11.567013401631067,S
M85.89,"Other specified disorders of bone density and structure, multiple sites",56,34,13231,13253,90,26484,1.5413410100643758,0.1460682051230935,2.8349372234534043,2.9251433652685788,1.0273751510575997,0.4806413903067429,-2.727956038784766,8.738395252300647,M
G57.60,"Lesion of plantar nerve, unspecified lower limb",86,95,13201,13192,181,26393,0.7217165204883674,0.2103382153772546,-1.0953533470768786,2.961400170385317,-0.4202662403356977,0.15822463627677857,-7.048814193503333,4.55966116202867,G
M26,Dentofacial anomalies [including malocclusion],130,66,13157,13221,196,26378,1.80607113148238,0.1460682051230935,3.5398982705913262,2.919323109228944,1.208264044993855,0.6197390041481551,-2.194455004723219,9.249081301925225,M
D64,Other anemias,3647,693,9640,12594,4340,22234,2.183975275271785,0.3028870301432467,6.833635733888022,2.917264033082318,2.4158089212201377,1.4741464527880768,1.329820038439495,12.76528491491031,D
M25.71,~Osteophyte,6,1,13281,13286,7,26567,5.338250707882922,0.1460682051230935,5.497650712016115,3.2137070268238093,1.83904549700474,1.2499637147159817,-0.388596593065146,12.20890346581078,M
M25.62,~Stiffness of right elbow,7,3,13280,13284,10,26564,3.3838257609568867,0.1460682051230935,3.88868896236607,2.9928429498009947,1.257624950181353,0.7787919848690167,-2.101990427350477,9.629738358638656,M
N95.1,Menopausal and female climacteric states,341,886,12946,12401,1227,25347,0.44295910927401,1.0852989909783024,-3.6240302207630006,2.938143513047225,-1.2837182934968836,0.8661050333683544,-9.530404043600472,1.9869068903646292,N
R39,Other and unspecified symptoms and signs involving the genitourinary system,1036,255,12251,13032,1291,25283,2.313721105738324,0.1752818461477122,5.433622418590643,2.916258675717589,1.831766395856408,1.1840839964656336,-0.373857330204757,11.057666617813137,R
Q84,Other congenital malformations of integument,14,8,13273,13279,22,26552,3.27669464666449,0.1460682051230935,3.032652986782523,2.953759266345206,1.058786445340347,0.6543791764889816,-2.6618615070333047,8.91666205504281,Q
K31.9,"Disease of stomach and duodenum, unspecified",238,56,13049,13231,294,26280,2.744541078435338,0.1460682051230935,5.285478183067714,2.919289152967666,1.858157810226697,1.2798619344966573,-0.2972016603781195,11.146201540172012,K
G57.61,"Lesion of plantar nerve, right lower limb",25,10,13262,13277,35,26539,3.715560349053829,0.1460682051230935,3.9164406139571795,2.9377907502621143,1.3366061854592317,0.5707157136163789,-1.8312947762433895,9.684633353013908,G
N60,Benign mammary dysplasia,281,479,13006,12808,760,25814,0.7560491143795177,0.5233887880875302,-5.0324899349515615,3.099001926778836,-1.6709487116443045,0.9423459267506317,-11.252205441441063,0.8956588875724387,N
I82.81,~Embolism and thrombosis of superficial veins of right lower extremity,55,6,13232,13281,61,26513,2.961215805471124,0.3028870301432467,5.9227551619858785,3.1223172854726755,1.869028524913677,1.1949933291488224,-0.2839293574538395,11.955329498212782,I
K80.20,Calculus of gallbladder without cholecystitis without obstruction,713,124,12574,13163,837,25737,2.306709959090309,0.1752818461477122,5.716513766143916,2.9175584247748545,1.9551542892677949,1.3827404189495751,-0.0140325669621796,11.422586303738075,K
C91,Lymphoid leukemia,144,21,13143,13266,165,26409,1.933994411504123,0.1460682051230935,6.586971147861123,2.935962145442575,2.2830157909016995,1.561205057908014,0.9484678744946358,12.457228004575423,C
K45.8,Other specified abdominal hernia without obstruction or gangrene,39,6,13248,13281,45,26529,1.691154155137017,0.1460682051230935,6.079525003175342,2.976762447073045,2.1032174875117757,1.5616460771150114,0.4264316480578864,12.095126021646864,K
F40.9,"Phobic anxiety disorder, unspecified",7,4,13280,13283,11,26563,5.450666879642202,0.1460682051230935,2.940011507943383,2.9918390775185424,1.0433325261109023,0.47854717223730586,-2.74241381701115,8.985379861940615,F
I82.40,~Acute embolism and thrombosis of unspecified deep veins of right lower extremity,515,45,12772,13242,560,26014,1.9797872340425533,0.5233887880875302,6.264631777767655,2.991742827499705,2.1282677272980077,1.4086185117389998,0.5035215152374617,12.23093790104836,I
F90,Attention-deficit hyperactivity disorders,40,85,13247,13202,125,26449,0.242802130157185,0.904415825815252,-2.413773980295817,2.9839676127659094,-0.8219683479104649,0.2924509745257428,-8.301195980938672,3.3957421231716163,F
E21.0,Primary hyperparathyroidism,47,17,13240,13270,64,26510,1.5362622099158496,0.1460682051230935,4.0869712593397685,2.9279585385880447,1.42052786610115,0.9872133694207362,-1.5794465890059808,9.897939978712214,E
E04,Other nontoxic goiter,716,359,12571,12928,1075,25499,0.8614385049419688,0.1460682051230935,4.732223773884485,2.916710435940078,1.6023273923840775,1.009606428827572,-1.0431223806153822,10.390172434933966,E
I11.0,Hypertensive heart disease with heart failure,628,14,12659,13273,642,25932,5.133517704130208,6.719885291634322,4.947888965885167,3.188894371213711,1.5988440076745911,0.9992527993293256,-1.1515734615591002,11.34866277460365,I
R74.9,"Abnormal serum enzyme level, unspecified",10,3,13277,13284,13,26561,9.95920392202638,0.1460682051230935,4.546895374459788,2.9844236637064987,1.5031824469623052,0.7223277317948358,-1.363229629891273,10.335496161056358,R
173.8,~ Unspecified malignant neoplasm of other specified sites of skin,55,8,13232,13279,63,26511,1.255660974998895,0.1460682051230935,6.586501313720629,2.9696735408068133,2.2011356433005047,1.5237131418884315,0.7162010938134005,12.357107465459189,1
I11,Hypertensive heart disease,1802,241,11485,13046,2043,24531,2.541398630421249,0.2103382153772546,7.475180993094475,2.918008660522786,2.624487855072257,2.2207665146268907,1.939086409337091,13.377470171738342,I
N63.11,"Unspecified lump in the right breast, upper outer quadrant",9,11,13278,13276,20,26554,2.1839572808820424,0.3028870301432467,-1.3259471681615165,3.196586416583082,-0.4412819704377761,0.1489960996115099,-7.675790202557205,4.854598297388379,N
N60.11,Diffuse cystic mastopathy of right breast,17,37,13270,13250,54,26520,0.7546249016979941,0.904415825815252,-2.3576599363416664,3.110610161608833,-0.8646831531225091,0.25088994243802365,-8.786376089372473,3.4069916840227865,N
C92,Myeloid leukemia,55,4,13232,13283,59,26515,3.455258358662614,1.3023587891739627,4.335261828393794,3.189154558566349,1.3414734534079518,0.9076690703008935,-1.9724618967900671,10.528794255053493,C
E11.62,~Type 2 diabetes mellitus with diabetic dermatitis,406,43,12881,13244,449,26125,1.5469715372023023,0.2524058584527056,7.802464962747785,3.018371505717329,2.521928697816728,2.0476861699319073,1.6962182777729211,13.52801716410872,E
C85.80,"Other specified types of non-Hodgkin lymphoma, unspecified site",189,27,13098,13260,216,26358,0.4304738015113758,0.1460682051230935,6.639264397871928,2.932616371868189,2.356337171629632,1.708908760115426,1.1624104978284695,12.658055436496817,C
Z71.6,Tobacco abuse counseling,24,11,13263,13276,35,26539,3.783418010782509,0.1460682051230935,3.9423380932402714,2.937599520175204,1.2396110814851888,0.7628526676934121,-2.116108342370788,9.3990701787203,Z
R39.14,Feeling of incomplete bladder emptying,404,77,12883,13210,481,26093,2.9092746974322337,0.1460682051230935,6.536987082428883,2.919081600059836,2.2338250809898783,1.4140398742932234,0.7994228876188938,12.24201249572056,R
Z13.89,Encounter for screening for other disorder,347,192,12940,13095,539,26035,0.9432891503798382,0.1460682051230935,3.5357072631966315,2.916869511292403,1.2205897279491416,0.7798513942124874,-2.1566582264845184,9.277260152987598,Z
T31,Burns classified according to extent of body surface involved,17,3,13270,13284,20,26554,7.152059532543759,0.1460682051230935,5.613024716850935,3.0088950321290966,1.909650942339844,1.208343881426293,-0.1513866627275142,11.643265129741522,T
M32.9,"Systemic lupus erythematosus, unspecified",56,5,13231,13282,61,26513,7.400681364464891,0.6280665457050362,5.071133910276085,3.177204824514858,1.5995385103671649,0.9379956667435949,-1.145145555420159,11.309268499691887,M
N63,Unspecified lump in breast,439,505,12848,12782,944,25630,0.8146836463461041,0.2103382153772546,-3.7009769279598244,3.016182496578697,-1.2481483477271509,0.865489287995342,-9.676252263642604,2.146965864546097,N
M15.8,Other polyosteoarthritis,38,12,13249,13275,50,26524,4.487084336715223,0.1460682051230935,4.506930801875786,2.9327166970477423,1.5076348981972243,0.8552811685787388,-1.3265530640779666,10.169485142067712,M
Z68.26,"Body mass index [BMI] 26.0-26.9, adult",155,67,13132,13220,222,26352,1.7518124441218386,0.1460682051230935,3.9691982113562254,2.918782821105051,1.3457087299361918,0.7634472873476897,-1.7928776849112622,9.648540731208968,Z
I95,Hypotension,1361,77,11926,13210,1438,25136,4.639875776397515,1.3023587891739627,6.136586118553848,2.989057325346755,2.1162432636918,1.824071336254885,0.4671277241484368,12.184017134958962,I
J98,Other respiratory disorders,5613,293,7674,12994,5906,20668,7.545326385041066,1.5628305470087551,6.444735021022594,2.929309597176505,2.251275913008776,1.5674745396739034,0.8533428278354229,12.336025447902392,J
M85.60,"Other cyst of bone, unspecified site",22,19,13265,13268,41,26533,1.6272797549173992,0.1460682051230935,1.8273551058448734,2.9622644983924773,0.5574547071681516,0.26116339908807096,-4.154603441024874,7.4572600180368545,M
E06.9,"Thyroiditis, unspecified",19,18,13268,13269,37,26537,1.965631001885998,0.1460682051230935,0.9043711432653077,3.011792397063894,0.2984980203352842,0.20689085631256743,-5.003990558972358,6.802018695341223,E
S31.12,~Laceration of abdominal wall with foreign body,42,6,13245,13281,48,26526,6.777936706597533,0.1460682051230935,6.375034758970254,2.9922576055461425,2.2065190339555687,1.7511582465273747,0.7377562217993789,12.467190500472377,S
453.8,~ Acute venous embolism and thrombosis of superficial veins of upper extremity,58,9,13229,13278,67,26507,2.333648237903557,0.1460682051230935,5.995812186877136,2.9555223846457865,2.118236580088078,1.5978048865809635,0.4677781990181735,12.05321305783353,other
H05,Disorders of orbit,52,22,13235,13265,74,26500,0.851789816830953,0.1460682051230935,3.927356157900107,2.925821753219679,1.3135011209553096,0.8685468420933846,-1.8914351089249315,9.577575414063888,H
S20,Superficial injury of thorax,292,80,12995,13207,372,26202,1.3345070263940186,0.1460682051230935,5.1502997035082645,2.9180356984434086,1.7803711224256809,1.1803959634999521,-0.5240583828353653,10.91443136626716,S
H34.82,~Venous engorgement,7,3,13280,13284,10,26564,12.63159258299715,0.1460682051230935,3.6381793262700897,2.9928429498009947,1.257624950181353,0.7676975899248492,-2.101990427350477,9.629738358638656,H
X32,Exposure to sunlight,64,16,13223,13271,80,26494,1.6411591577994111,0.1460682051230935,4.80701097613341,2.928664116727277,1.6899976260141754,1.3229082531923142,-0.7906407869382717,10.689511596262273,other
M41.20,"Other idiopathic scoliosis, site unspecified",278,62,13009,13225,340,26234,2.105125822798955,0.1460682051230935,5.754572755960995,2.9190639503096514,1.937483193523786,1.2298406752399071,-0.0656228666300329,11.376897555722236,M
N95.2,Postmenopausal atrophic vaginitis,338,275,12949,13012,613,25961,0.6414374368595757,0.1460682051230935,2.2877827835141353,2.917736989154672,0.7190794851176318,0.04369696026547937,-3.620574603233481,7.816744226973503,N
D89.1,Cryoglobulinemia,9,2,13278,13285,11,26563,5.884363360463513,0.1460682051230935,5.077392987035042,3.0268946351457773,1.6940687516890347,1.289376672961396,-0.8048368538275872,11.060372085938871,D
D37.8,Neoplasm of uncertain behavior of other specified digestive organs,26,3,13261,13284,29,26545,3.2560769605176514,0.3028870301432467,5.148123679361778,3.185653321018024,1.6759306906926337,1.0285206918734515,-0.9048316058247234,11.58269994702676,D
