code,description,pos_exposed,neg_exposed,pos_absent,neg_absent,total_exposed,total_absent,prior_odds_ratio,lam,log_or,se,z,p_two,ci_low,ci_high,group
M35.5,Multifocal fibrosclerosis,18,2,13269,13285,20,26554,6.725203476341565,0.5233887880875302,4.591045084169569,3.2268983440821235,1.336729972856242,0.7444644386270421,-2.011112800278152,10.638096272067653,M
I74,Arterial embolism and thrombosis,242,11,13045,13276,253,26321,1.468593279298409,2.2504759876926075,4.903218141327653,3.144249655123116,1.6018904767909494,0.8473309824078704,-1.1258725032488464,11.199359661638738,I
M94,Other disorders of cartilage,185,127,13102,13160,312,26262,1.5974201474201477,0.1460682051230935,2.6827288611821003,2.918556648550779,0.9357547327636104,0.37684147206468543,-2.989212721279358,8.451319114719544,M
R53.83,Other fatigue,728,266,12559,13021,994,25580,1.9290254237288136,0.1460682051230935,6.5362834088155495,2.919414571089376,2.2485787318587054,1.4874995271871803,0.8425860987533484,12.286480929306602,R
H34.81,~Central retinal vein occlusion,60,11,13227,13276,71,26503,7.742074666182215,0.1460682051230935,5.482271900272494,2.9397488115082138,1.9411809398281707,1.0478580131412065,-0.0552174333682646,11.468386154932787,H
M75.52,Bursitis of left shoulder,18,8,13269,13279,26,26548,1.098180025709674,0.1460682051230935,3.744658955589239,2.945270512179456,1.2563330099298569,0.544844119855679,-2.0723835609755046,9.472864696223638,M
M77.42,"Metatarsalgia, left foot",32,14,13255,13273,46,26528,1.046979535918119,0.1460682051230935,3.6519541436630685,2.9322321752965954,1.2786027058986698,0.6362052614731466,-1.997909464233496,9.496229451548237,M
173,No Data,815,229,12472,13058,1044,25530,1.5797295398924964,0.1752818461477122,4.598332626511341,2.9161379603180806,1.574247740212129,0.8790347585793534,-1.124801781995985,10.306248970351078,1
I70.21,~Atherosclerosis of native arteries of extremities with intermittent claudication,780,43,12507,13244,823,25751,2.0469331144679703,1.3023587891739627,6.908206552493367,3.1667363476657395,2.195406089131043,1.6868464808076875,0.7455830703792037,13.158961450296726,I
E11.34,~Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,23,4,13264,13283,27,26547,2.537489958046952,0.1460682051230935,5.888640248379774,2.9873040708611733,1.941825157214112,1.4011211584746337,-0.0541861927114357,11.655830586804145,E
I05.0,Rheumatic mitral stenosis,60,6,13227,13281,66,26508,7.211187214611872,0.4361573234062751,5.4685998758537835,3.124656981984264,1.723937894265242,0.8710363650395285,-0.7375005709076392,11.510929726553917,I
Z79.4,Long term (current) use of insulin,354,39,12933,13248,393,26181,2.285208441527784,0.2103382153772546,7.572172705537827,3.0145089603212627,2.6079269952896134,2.1004314699965447,1.9532903018612888,13.769948288467203,Z
Z17.0,Estrogen receptor positive status [ER+],66,39,13221,13248,105,26469,1.63660557876297,0.1460682051230935,2.884516986306979,2.9235281445288144,1.0555027827054089,0.6761092534131316,-2.644217779197941,8.815801962933431,Z
M17.9,"Osteoarthritis of knee, unspecified",1244,460,12043,12827,1704,24870,1.3112425067524491,0.1752818461477122,4.6127923857774356,2.9159072010865343,1.5722538095502891,0.9498464115351241,-1.1305268911871762,10.299619301594024,M
C54,Malignant neoplasm of corpus uteri,35,41,13252,13246,76,26498,0.6057012027531146,0.2524058584527056,-1.6070286269539342,3.023550823806236,-0.5128273102531499,0.1186186498563203,-7.47661015647288,4.375491283700386,C
L03.89,~Acute lymphangitis of head [any part,57,11,13230,13276,68,26506,1.8107530767105235,0.1460682051230935,5.6267438706835335,2.9383314843232853,1.8916937239379843,1.3725863949227142,-0.2006006561700166,11.317447111657495,L
Z92,Personal history of medical treatment,211,56,13076,13231,267,26307,2.7784255446786466,0.1460682051230935,5.047939502162886,2.9191018627364853,1.7422286918741352,1.342898108393428,-0.6355914984045574,10.807077537930034,Z
D50.8,Other iron deficiency anemias,141,47,13146,13240,188,26386,2.1246111367923937,0.1460682051230935,4.568769977362161,2.919768333083051,1.5291906511006443,0.8748627479735837,-1.2577583377130148,10.18752321437364,D
I35.1,Nonrheumatic aortic (valve) insufficiency,205,7,13082,13280,212,26362,5.093213238374529,4.66658700807939,4.217092271906037,3.230298857783956,1.3779312186227937,0.6858344888725716,-1.8801397789353624,10.782399062179492,I
N94.1,~Unspecified dyspareunia,17,38,13270,13249,55,26519,0.5319094405435942,0.904415825815252,-2.9326774311142736,3.1793889172651317,-0.9558415023703,0.39605748752672,-9.270479649983638,3.1924958913872703,N
M62.81,Muscle weakness (generalized),1314,155,11973,13132,1469,25105,2.8553078937434817,0.2103382153772546,7.65349783605956,2.922519689812308,2.538715912105703,2.0965127036252547,1.691413903827435,13.147480576110022,M
D37,Neoplasm of uncertain behavior of oral cavity and digestive organs,149,56,13138,13231,205,26369,1.5423979728533088,0.1460682051230935,4.144174393574134,2.919181453084041,1.4467958182129432,0.8059581536335246,-1.4980309934552478,9.944950031308796,D
M18.9,"Osteoarthritis of first carpometacarpal joint, unspecified",297,98,12990,13189,395,26179,2.505655308921249,0.1460682051230935,4.770590868925338,2.9175403778146665,1.6374597890726437,1.238056709450217,-0.940919012290804,10.495629115625452,M
H26.03,~Infantile and juvenile nuclear cataract,70,23,13217,13264,93,26481,1.2379764692194704,0.1460682051230935,4.496293872873633,2.9244160076989725,1.499960651243533,1.00070509577382,-1.3452411114872316,10.11825899031756,H
M67.40,"Ganglion, unspecified site",41,41,13246,13246,82,26492,1.0644342973110097,0.1460682051230935,0.020311010527283353,3.014892117176865,-6.628434340783577e-16,0.12440058058560699,-5.90907996694037,5.909079966940366,M
T30,"Burn and corrosion, body region unspecified",28,12,13259,13275,40,26534,1.7424472341012551,0.1460682051230935,3.649847313634504,2.9347951363545746,1.2906544748142876,0.8183856588870395,-1.964286293859044,9.539899244657525,T
D21.10,"Benign neoplasm of connective and other soft tissue of unspecified upper limb, including shoulder",16,8,13271,13279,24,26550,2.156638846737481,0.1460682051230935,3.350423679081663,2.948349223230126,1.1677607421641816,0.5865386621414144,-2.335691814299291,9.221624768456092,D
D48,Neoplasm of uncertain behavior of other and unspecified sites,2353,1161,10934,12126,3514,23060,1.8768286750671024,0.2103382153772546,3.383602180033371,2.9155030184004063,1.243691670394516,0.8437675923440922,-2.0882940938879595,9.340267731877269,D
E83.51,Hypocalcemia,117,18,13170,13269,135,26439,0.7524236139181373,0.1460682051230935,6.311254865126828,2.935914519888528,2.18301580827944,1.7649263682462353,0.6548610880040799,12.16343452934352,E
L50.0,Allergic urticaria,44,39,13243,13248,83,26491,1.746672823354369,0.1460682051230935,1.521786869720515,2.941816989059259,0.5057048887175866,0.25455992114481707,-4.278164114584492,7.253546580743928,L
F51.8,Other sleep disorders not due to a substance or known physiological condition,32,11,13255,13276,43,26531,3.715560349053829,0.1460682051230935,4.1073076392771535,2.934597517858648,1.445536945185412,0.7566189596574178,-1.509636312809505,9.993774575437673,F
V93.33,~Fall on board other powered watercraft,44,5,13243,13282,49,26525,2.614429576493309,0.2524058584527056,5.917050748546462,3.14993497611094,1.9258188730152253,1.3512697984943742,-0.1075548810552664,12.23996333258569,V
Q85.00,"Neurofibromatosis, unspecified",4,2,13283,13285,6,26568,6.092100330268678,0.1460682051230935,3.553577835057346,3.045682674367968,1.1265527165686344,0.5725376630795104,-2.538306259483592,9.400550440714108,Q
R80.3,Bence Jones proteinuria,282,76,13005,13211,358,26216,2.384595900964603,0.1460682051230935,5.035139960739668,2.9181711473810927,1.7851029594517656,1.3783314605804045,-0.5102743982141247,10.92874630096761,R
K91,"Intraoperative and postprocedural complications and disorders of digestive system, not elsewhere classified",83,41,13204,13246,124,26450,1.0890545512717966,0.1460682051230935,3.454484179961131,2.921631676569464,1.2116087216358558,0.5702462209624248,-2.1864184414283754,9.266167282906675,K
M67.41,~Ganglion,42,47,13245,13240,89,26485,1.243314286132102,0.2103382153772546,-1.552050185095383,3.0455708461434186,-0.5239846146047644,0.27253081239478166,-7.565041436874244,4.373376904738313,M
H35.34,~Macular cyst,98,24,13189,13263,122,26452,2.6924732033382117,0.1460682051230935,4.786249172971402,2.9242697466055345,1.7275783495641277,1.0524461085018417,-0.6795582819058188,10.783368486948016,H
E83.40,"Disorders of magnesium metabolism, unspecified",309,26,12978,13261,335,26239,3.190519829737975,0.6280665457050362,5.726681903249531,3.002022822120452,1.9015222412821728,1.4727031301555733,-0.175443447024663,11.592269777222093,E
R39.19,~Need to immediately re-void,80,17,13207,13270,97,26477,2.6554176283450817,0.1460682051230935,5.393882005051325,2.928984341395953,1.8270508327955743,1.0662193400321316,-0.3893005402251654,11.092107100610512,R
T15.10,~Foreign body in conjunctival sac,31,21,13256,13266,52,26522,1.9998357019633612,0.1460682051230935,2.8403127191250213,2.9347557454162634,0.910015038474932,0.26707831749825317,-3.081343701858367,8.422687427017385,T
M35.01,Sjogren syndrome with keratoconjunctivitis,23,5,13264,13282,28,26546,4.142142640364188,0.1460682051230935,5.151963766325576,2.961004716829231,1.7566245818020696,0.7711945642531333,-0.6020889306244106,11.004836275452618,M
R00.8,Other abnormalities of heart beat,20,2,13267,13285,22,26552,5.393873292867982,0.904415825815252,4.001139852288036,3.238549210827623,1.1748564968734685,0.42216439525906313,-2.542609234597479,10.152270396168031,R
B30,Viral conjunctivitis,22,20,13265,13267,42,26532,1.000334602278231,0.1460682051230935,1.1759890517645297,2.976266137435509,0.4344349378048272,0.2909147950535889,-4.540380443472327,7.126368432087145,B
H11.15,~Pinguecula,70,57,13217,13230,127,26447,0.9635100258090132,0.1460682051230935,2.1707299545216343,2.9273119612631198,0.6783545663560309,0.27494291232785784,-3.7516705795175582,7.723181451660489,H
R12,Heartburn,223,119,13064,13168,342,26232,1.84328301269824,0.1460682051230935,3.4588552251012112,2.9176573308825406,1.2025167923631075,0.6590616118536992,-2.209971353011465,9.227035222506622,R
H16.9,Unspecified keratitis,33,14,13254,13273,47,26527,1.2086636506743438,0.1460682051230935,4.009021900190969,2.9318972401420336,1.301135251119256,0.6935932295882985,-1.9316181452427093,9.561207848858826,H
N82.4,Other female intestinal-genital tract fistulae,7,2,13280,13285,9,26565,9.95920392202638,0.1460682051230935,4.575427680133986,3.0185479450982684,1.5176923722298408,0.6732178258050433,-1.3350180665142926,10.497472449485697,N
H43,Disorders of vitreous body,1719,599,11568,12688,2318,24256,1.8720725529570528,0.2103382153772546,4.107176325345599,2.915550603335584,1.3877168110928233,0.8936088755020741,-1.668415591801156,9.76033276348238,H
E80.4,Gilbert syndrome,26,9,13261,13278,35,26539,1.5633088676883864,0.1460682051230935,4.226858013872932,2.938932973422642,1.435921565627556,0.6086971503572267,-1.540125544414102,9.980280017357078,E
D48.5,Neoplasm of uncertain behavior of skin,2246,1103,11041,12184,3349,23225,1.8598891132922544,0.2103382153772546,3.725873828353638,2.9154689134073264,1.2061241173088595,0.4963749416447789,-2.1977966985996527,9.230631438049317,D
K80.00,Calculus of gallbladder with acute cholecystitis without obstruction,107,31,13180,13256,138,26436,1.0251957308238016,0.1460682051230935,4.66391577599074,2.922004667734362,1.6098595064434706,0.77769605586992,-1.0230069191929196,10.431040903641634,K
L50.1,Idiopathic urticaria,16,10,13271,13277,26,26548,2.282179344696919,0.1460682051230935,2.863277431514913,2.9504785377310725,0.9813017594576232,0.5755071409800148,-2.887521890793848,8.678141451428761,L
K59,Other functional intestinal disorders,1753,395,11534,12892,2148,24426,1.616582063986763,0.2103382153772546,5.4371813445280255,2.915940993441583,1.842383204036188,1.1708226193981877,-0.3428586179120794,11.087420038466815,K
H47.09,~Other disorders of optic nerve,8,2,13279,13285,10,26564,3.0815629742033384,0.1460682051230935,4.993512697026075,3.021150374577837,1.6095496968475975,0.8081265724063822,-1.0586542565194907,10.78403759558502,H
S63.50,No Data,90,47,13197,13240,137,26437,1.8495318102430447,0.1460682051230935,3.5218263225050044,2.921133818393713,1.169837108823246,0.5021491612833466,-2.3080663374781345,9.142567818669155,S
I34.0,Nonrheumatic mitral (valve) insufficiency,2487,312,10800,12975,2799,23775,3.444262584305484,0.2524058584527056,7.739333403118282,2.917646245633673,2.595813971130917,1.7345259976746823,1.855185326163053,13.292148448304058,I
H43.12,"Vitreous hemorrhage, left eye",14,5,13273,13282,19,26555,3.8928999281207575,0.1460682051230935,4.046883183758766,2.958173377567276,1.4001254662038267,0.7030216929100799,-1.6560994006789374,9.9397271594352,H
J31.2,Chronic pharyngitis,26,12,13261,13275,38,26536,1.189189472031814,0.1460682051230935,3.6004044714279315,2.9358501118594718,1.235996825646146,0.4652745026291637,-2.125459064421264,9.382861902083642,J
825.20, Closed fracture of unspecified bone(s) of foot [except toes],40,18,13247,13269,58,26516,1.095850158174944,0.1460682051230935,3.851447050607901,2.928721338944701,1.2628167634716687,0.6490507812370917,-2.041749942728979,9.4386267474421,8
R63.8,Other symptoms and signs concerning food and fluid intake,24,7,13263,13280,31,26543,3.5993541033434653,0.1460682051230935,4.474499216945984,2.945063416965497,1.5494371341083344,1.0812744896753845,-1.2090276088885237,10.33540884998916,R
D04.30,Carcinoma in situ of skin of unspecified part of face,123,16,13164,13271,139,26435,4.940588560759438,0.1460682051230935,7.213188977755624,2.961586816558488,2.4865485268107634,2.050925400546363,1.5595258381924193,13.168732833278955,D
H35.54,Dystrophies primarily involving the retinal pigment epithelium,28,4,13259,13283,32,26542,2.768308813386025,0.1460682051230935,6.459472074039197,3.030044075601252,2.1707825261311737,1.2681661444296815,0.638789472975068,12.516343992469896,H
R60.9,"Edema, unspecified",2603,346,10684,12941,2949,23625,2.596874377597493,0.2524058584527056,7.532478772536798,2.917477793834334,2.6443713642518025,2.2196756935796964,1.9967433322453692,13.433046135466704,R
M15.1,Heberden's nodes (with arthropathy),42,28,13245,13259,70,26504,1.731892529302335,0.1460682051230935,2.9873105739500474,2.9294107326696226,0.9309628697311711,0.12175821278338483,-3.0143669096501475,8.468712154264956,M
K30,Functional dyspepsia,356,146,12931,13141,502,26072,1.1199817528350648,0.1460682051230935,4.417145892363156,2.916971430613143,1.5017504982754324,1.1256297333920493,-1.3365956485555488,10.097722247312523,K
S40.01,~Contusion of right shoulder,127,33,13160,13254,160,26414,1.447999251022397,0.1460682051230935,4.9806829343738475,2.921706749633816,1.7016460322020903,0.952570609751252,-0.7547293048974151,10.698150700442312,S
H91.8X,~Other specified hearing loss,40,14,13247,13273,54,26520,1.249587649270964,0.1460682051230935,4.2780194608208335,2.9305264829970152,1.438807686586253,0.780558170700121,-1.5272623329342985,9.960190391895663,H
R05,Cough,5596,1311,7691,11976,6907,19667,3.668561096443665,0.5233887880875302,4.680659198715343,2.9154403955051382,1.5555515231660129,0.9274850998292905,-1.1790404263355407,10.24927592219102,R
H90.8,"Mixed conductive and sensorineural hearing loss, unspecified",66,21,13221,13266,87,26487,3.7795801526717554,0.1460682051230935,4.5436130167939695,2.925241458215857,1.5199881951174763,0.7037915445433415,-1.2870354198301737,10.179700388542845,H
R68.89,Other general symptoms and signs,566,275,12721,13012,841,25733,1.4670625347930972,0.1460682051230935,4.33270762114649,2.91655387538137,1.4932026283620905,0.8063008186986378,-1.361334642239104,10.071346467197309,R
H57,Other disorders of eye and adnexa,338,142,12949,13145,480,26094,1.977248218304576,0.1460682051230935,4.654514967918536,2.917014734223088,1.469037296467163,0.6224725518574911,-1.432040382531965,10.002447260367894,H
S42.13,~Displaced fracture of coracoid process,2,1,13285,13286,3,26571,73.99241274658574,0.1460682051230935,3.239235806107962,3.170820364920048,1.0814748545890271,0.8808298522315434,-2.78553122360961,9.64385620976928,S
L23.9,"Allergic contact dermatitis, unspecified cause",36,24,13251,13263,60,26514,0.8603086913818395,0.1460682051230935,2.4893419437894364,2.931773529856192,0.9288401488299612,0.49526122109354537,-3.0230215675386343,8.469319491153366,L
H43.81,~Vitreous degeneration,1177,362,12110,12925,1539,25035,1.6584254026882734,0.1752818461477122,5.325002654144059,2.91606125643445,1.7244759356600088,1.0639358345616436,-0.6866975756924418,10.74405250295584,H
D12.7,Benign neoplasm of rectosigmoid junction,12,12,13275,13275,24,26550,1.772309643087285,0.1460682051230935,-0.1099841462635163,3.2432365118311366,6.846389528331516e-17,-0.12594312360497426,-6.35662675653434,6.35662675653434,D
G60.0,Hereditary motor and sensory neuropathy,64,7,13223,13280,71,26503,2.3710780188213363,0.2524058584527056,6.482588441982102,3.1871861191981936,2.074928201353665,1.2456696078116227,0.3664123560328338,12.85995236734172,G
Z13.0,Encounter for screening for diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,36,107,13251,13180,143,26431,0.9276417293109674,1.3023587891739627,-3.8233872532572293,3.1581223935068192,-1.2485550433503492,0.6618965295837724,-10.132895791973413,2.2467165081121827,Z
E11.00,Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),35,5,13252,13282,40,26534,1.5446243743347,0.1460682051230935,6.724928465737516,3.0074283324075552,2.1912217232335798,1.5606377994337681,0.6954910754354113,12.484393510643736,E
H60.54,~Acute eczematoid otitis externa,17,3,13270,13284,20,26554,3.474707457913658,0.1460682051230935,5.996215210447433,3.0088950321290966,1.909650942339844,1.366749691698806,-0.1513866627275142,11.643265129741522,H
S91.10,~Unspecified open wound of right great toe without damage to nail,77,11,13210,13276,88,26486,3.07567635858285,0.1460682051230935,6.822032093611659,2.957501928211021,2.2544719586309343,1.76050863729551,0.8710079012472995,12.464202428250031,S
N13,Obstructive and reflux uropathy,510,129,12777,13158,639,25935,1.750772496020475,0.1460682051230935,6.162570815933178,2.917759568620498,2.1273812743846747,1.4825629519589818,0.488483399396654,11.925890739483254,N
H40.21,~Acute angle-closure glaucoma,15,3,13272,13284,18,26556,6.959976336672039,0.1460682051230935,5.196895117785934,2.9962350646124416,1.800415634852704,1.3216894010775908,-0.4780443598342856,11.266981271878567,H
S89,Other and unspecified injuries of lower leg,56,17,13231,13270,73,26501,3.741435553846999,0.1460682051230935,4.458325550811445,2.927544966359596,1.5466272605986982,0.5146975099439488,-1.2100618455860823,10.265703548786584,S
Z12.2,Encounter for screening for malignant neoplasm of respiratory organs,64,13,13223,13274,77,26497,2.1056787011639115,0.1460682051230935,5.434064858924169,2.93385333565008,1.8529584235998664,1.3453786026759558,-0.3139386218974769,11.18655512569624,Z
J44.1,Chronic obstructive pulmonary disease with (acute) exacerbation,2359,41,10928,13246,2400,24174,6.35766959485266,6.719885291634322,6.713506342247784,3.1712076920967966,2.055667164105149,1.401496796164361,0.3034946591949508,12.734400387207163,J
D18.00,Hemangioma unspecified site,58,39,13229,13248,97,26477,0.8913478670998847,0.1460682051230935,2.6491487973671473,2.9255857747804264,0.926811994594384,0.4453869539175174,-3.0225747649711416,8.44551073953355,D
Z68.36,"Body mass index [BMI] 36.0-36.9, adult",84,29,13203,13258,113,26461,2.27998981294694,0.1460682051230935,4.243891810301207,2.922598659469456,1.4731477611452044,0.8846328669005042,-1.4227684419017708,10.03360778574858,Z
S99.81,~Other specified injuries of right ankle,353,132,12934,13155,485,26089,1.735413985571726,0.1460682051230935,4.695207582901107,2.9170827683308898,1.5781159744891555,0.9550082199748612,-1.1138822502409154,10.32087208146097,S
S93.49,~Sprain of other ligament of right ankle,37,33,13250,13254,70,26504,0.5965859111888333,0.1460682051230935,1.2989699943555546,2.94786407497988,0.4891678057285074,0.13082730141860055,-4.335707217136242,7.21970761942385,S
R43.8,Other disturbances of smell and taste,3,1,13284,13286,4,26570,7.093790924397696,0.1460682051230935,4.203814109824776,3.1206429610964785,1.3668086550829006,0.9539145849516796,-1.8510260037073287,10.381669621007726,R
T19,Foreign body in genitourinary tract,18,4,13269,13283,22,26552,2.601284114045188,0.1460682051230935,5.330729125950571,2.9715669544174497,1.7303099909750337,1.1727037486630993,-0.6824322182278122,10.965896198387345,T
C49,Malignant neoplasm of other connective and soft tissue,72,8,13215,13279,80,26494,1.124477139275582,0.2524058584527056,6.1366828332086545,3.105864305178569,2.0480609850491005,1.4366080224269018,0.2736173292743453,12.448381687311375,C
F18.10,"Inhalant abuse, uncomplicated",25,9,13262,13278,34,26540,2.2025570658315305,0.1460682051230935,4.062168167065209,2.9392097329568845,1.4085305476087853,0.7136122145039883,-1.6207785249062514,9.900711914303916,F
D17.6,Benign lipomatous neoplasm of spermatic cord,19,12,13268,13275,31,26543,3.956843546253973,0.1460682051230935,2.8784521905936695,2.945148273255478,0.9739846017316424,0.3938962633454982,-2.903855476743696,8.640913612678437,D
S50.31,~Abrasion of right elbow,6,2,13281,13285,8,26566,9.77126578291866,0.1460682051230935,4.2171404734447355,3.0196595120453944,1.4138191504303692,0.9952611901419999,-1.6491714432737634,10.18767633509177,S
V72,Bus occupant injured in collision with two- or three-wheeled motor vehicle,140,169,13147,13118,309,26265,0.4481374626055296,0.2524058584527056,-2.5352934729264764,2.9846042772592,-0.8527712633874301,0.2855563957569655,-8.394901651762087,3.3045321313023743,V
Z12.39,Encounter for other screening for malignant neoplasm of breast,132,310,13155,12977,442,26132,0.2881213926643083,0.904415825815252,-4.525291187114162,3.0419373010500754,-1.4533915546077734,0.7571361991114113,-10.383213536279667,1.5409615702945807,Z
A02,Other salmonella infections,5,2,13282,13285,7,26567,12.63159258299715,0.1460682051230935,3.904496954246146,3.0265154019796765,1.2895323046954628,0.6822939288199051,-2.029071805024763,9.834650568047095,A
Z96.1,Presence of intraocular lens,2131,124,11156,13163,2255,24319,3.404044439240428,1.3023587891739627,5.941057118667029,2.9455846652442,2.0314999261173288,1.4618515916645274,0.210715172523825,11.757194887108032,Z
S05.01,~Injury of conjunctiva and corneal abrasion without foreign body,12,5,13275,13282,17,26557,2.1212592353043607,0.1460682051230935,3.735428947558132,2.9612295888312223,1.2925914444432458,0.7792275053848607,-1.97624331250812,9.631563375618978,S
I49.1,Atrial premature depolarization,378,45,12909,13242,423,26151,4.217450340076871,0.1460682051230935,9.486713424622305,2.963005343794969,3.158279428636592,2.709998552631931,3.550615064410083,15.165382584085805,I
N17,Acute kidney failure,1579,46,11708,13241,1625,24949,3.1425674096920413,3.888822506732825,5.687717670261804,3.0168516485335286,1.8727991560261812,1.029281931689731,-0.2629633565962193,11.56287779905579,N
C44.12,~Squamous cell carcinoma of skin of unspecified eyelid,6,2,13281,13285,8,26566,9.24772382397572,0.1460682051230935,4.382446339588374,3.0196595120453944,1.4138191504303692,0.8227820329796266,-1.6491714432737634,10.18767633509177,C
840.3, Infraspinatus (muscle) (tendon) sprain,23,8,13264,13279,31,26543,3.4323557237464524,0.1460682051230935,4.271028189571819,2.941920878347639,1.4298309998814631,0.9014129429778309,-1.5596092958678571,9.972508637987772,8
M51.37,"Other intervertebral disc degeneration, lumbosacral region",145,23,13142,13264,168,26406,0.3556946261315473,0.1460682051230935,6.196908094843563,2.930317458520898,2.1662660569035794,1.7104981433751103,0.6045305643758807,12.09116392831569,M
I77,Other disorders of arteries and arterioles,779,49,12508,13238,828,25746,3.664932750647037,1.0852989909783024,6.389812504031315,3.013561908929812,2.053446816100239,1.352588157307903,0.281716300328676,12.094661913697085,I
W26.0X,~Contact with knife,12,9,13275,13278,21,26553,6.544184797206554,0.1460682051230935,2.1577473012459985,2.973211853845584,0.7777577643924465,0.5429172400232303,-3.5149495474328485,8.139826756456973,W
E53.9,"Vitamin B deficiency, unspecified",75,22,13212,13265,97,26477,1.2778115501519758,0.1460682051230935,4.41042467227994,2.924750071081044,1.5821057371468426,0.8107484059894092,-1.1051409359218545,10.359668670277763,E
H10.31,"Unspecified acute conjunctivitis, right eye",13,7,13274,13280,20,26554,1.9679027446817103,0.1460682051230935,3.0493239530657914,2.9561185508719867,1.1062340191856428,0.5738696354325235,-2.5237269880194733,9.064044799460184,H
C91.10,Chronic lymphocytic leukemia of B-cell type not having achieved remission,112,17,13175,13270,129,26445,1.5784991474534806,0.1460682051230935,6.362678231576573,2.937910851678613,2.197129667451883,1.6155093633991893,0.6967716334724319,12.213170551631388,C
H40.12,~Low-tension glaucoma,80,20,13207,13267,100,26474,1.1867418644209586,0.1460682051230935,4.814929053601049,2.925986896759128,1.7005165712187729,1.0393117542035655,-0.7591397317761182,10.710518141991898,H
S42.03,~Displaced fracture of lateral end of right clavicle,11,2,13276,13285,13,26561,4.664766435631383,0.1460682051230935,5.6128724704096875,3.0491113028441514,1.8521940085621216,1.423168136036796,-0.3286026518615559,11.623694024995524,S
I50.9,"Heart failure, unspecified",3507,78,9780,13209,3585,22989,5.677406487201112,4.66658700807939,7.318849067176619,3.1337178924394484,2.3155738408150204,1.878656161641231,1.1143809693366815,13.398329383116844,I
M79.60,~Pain in right arm,4081,1523,9206,11764,5604,20970,1.9054830504380589,0.3028870301432467,4.510305908467262,2.915691708892385,1.5718305332509124,0.949307460653118,-1.1316774858675362,10.2976239930347,M
R51,Headache,1813,841,11474,12446,2654,23920,1.5900834776226227,0.1752818461477122,5.6765718734281565,2.91722470815061,1.8625452077511528,1.0508869121656226,-0.2841924626863923,11.151118262884744,R
K83.5,Biliary cyst,103,17,13184,13270,120,26454,2.3182396613791174,0.1460682051230935,6.116991391624056,2.9339769617349507,2.085030601966436,1.7626041455401942,0.3669425742111238,11.867920927152635,K
T85.29,~Other mechanical complication of intraocular lens,11,2,13276,13285,13,26561,4.463633509497148,0.1460682051230935,5.529444509339539,3.0491113028441514,1.8521940085621216,1.0243896883639965,-0.3286026518615559,11.623694024995524,T
H93,"Other disorders of ear, not elsewhere classified",508,274,12779,13013,782,25792,1.8484058679375488,0.1460682051230935,4.083433489405167,2.9165082894080974,1.330746701495746,0.9286581421972218,-1.835117421837566,9.597384993867218,H
N28.9,"Disorder of kidney and ureter, unspecified",1332,129,11955,13158,1461,25113,3.1352339892513337,0.363464436171896,7.2941541447570035,2.9506288072240983,2.4828338818246025,1.9879774969545811,1.5427949813580932,13.109047369169314,N
M77.51,Other enthesopathy of right foot and ankle,26,12,13261,13275,38,26536,1.3615286318984108,0.1460682051230935,3.6482178519715482,2.9358501118594718,1.235996825646146,0.4622011449465379,-2.125459064421264,9.382861902083642,M
K64.2,Third degree hemorrhoids,5,4,13282,13283,9,26565,3.7517978491785975,0.1460682051230935,1.9507462783607197,3.0729599297681967,0.6650874039056006,-0.16147414778555208,-3.9791038462849326,8.066677730275867,K
L21.8,Other seborrheic dermatitis,111,49,13176,13238,160,26414,2.10387617998936,0.1460682051230935,3.963605894881,2.9201297272168456,1.3095954362598865,0.9567182562533041,-1.899160531479782,9.5475376595798,L
E93,No Data,110,14,13177,13273,124,26450,3.1314553990610325,0.1460682051230935,7.52460195024353,2.977533013076909,2.529919714061034,2.0185148285670382,1.6970620006410506,13.368776937460591,E
M48.07,"Spinal stenosis, lumbosacral region",71,8,13216,13279,79,26495,0.832552615953025,0.2103382153772546,6.794606978596731,3.1725253077704667,2.226457519039009,1.7004616447815073,0.8454574825551386,13.281528169099069,M
E88.09,"Other disorders of plasma-protein metabolism, not elsewhere classified",134,11,13153,13276,145,26429,2.754022709823413,0.6280665457050362,6.239000357265998,3.1985291570909906,1.8955141229976264,1.194294552138699,-0.2061447613139329,12.331859141485264,E
839.08," Closed dislocation, multiple cervical vertebrae",14,30,13273,13257,44,26530,0.7022291680411691,0.904415825815252,-2.406811257868379,3.1210254208346946,-0.8097055810459668,0.3968404416006649,-8.644209121506156,3.589985717833778,8
H81.09,"Meniere's disease, unspecified ear",47,40,13240,13247,87,26487,0.6836115326251897,0.1460682051230935,1.8694597477730934,2.93606016793611,0.5943076257002758,0.2730360979725248,-4.009649238278136,7.49949513291666,H
S33.8X,~Sprain of other parts of lumbar spine and pelvis,99,132,13188,13155,231,26343,1.1404235541365235,0.363464436171896,-2.0415795353719597,2.946434620080463,-0.6233002948862832,0.1692024607328927,-7.611419305718971,3.938392170600358,S
L71.0,Perioral dermatitis,5,5,13282,13282,10,26564,2.407587253414264,0.2103382153772546,-0.09196627542027147,3.179448722090788,-3.491872716522632e-16,-0.013992781173427424,-6.231604985989844,6.231604985989843,L
