method,p_sel,q_sel,n,theta,detK,bias_mean,bias_sd,rmse,cover_95,se_mean,feasible_rate,lam_median
naive,0.85,0.9,20000,1.4,0.75,-0.5383641056083929,0.021627606474760527,0.5387712213771609,0.0,0.034010240273575264,1.0,0.0
naive,0.85,0.9,35000,0.25,0.75,-0.0979752436207115,0.01913885246276892,0.09971233903850579,0.0,0.024688916266638408,1.0,0.0
naive,0.85,0.9,35000,0.4,0.75,-0.139960841305113,0.024807674851194766,0.1420070210751478,0.0,0.024798553068355402,1.0,0.0
naive,0.85,0.9,35000,0.7,0.75,-0.25014954532580247,0.020939441407975386,0.2509698218317869,0.0,0.024972224880901783,1.0,0.0
naive,0.85,0.9,35000,1.1,0.75,-0.42278915908869363,0.024187344320674816,0.42343728749559967,0.0,0.0252955291981202,1.0,0.0
naive,0.85,0.9,35000,1.4,0.75,-0.5495413587322248,0.0287390735680187,0.5502454165278989,0.0,0.025706775244643553,1.0,0.0
naive,0.85,0.9,50000,0.25,0.75,-0.0897275121525705,0.018475897152894407,0.09149344396850927,0.0,0.020672250359766046,1.0,0.0
naive,0.85,0.9,50000,0.4,0.75,-0.14499163743219384,0.01968365338236965,0.14623886537986813,0.0,0.02074299827155324,1.0,0.0
naive,0.85,0.9,50000,0.7,0.75,-0.2517019088663565,0.024790657242759865,0.25284385808357623,0.0,0.02086737019622765,1.0,0.0
naive,0.85,0.9,50000,1.1,0.75,-0.4248369550193439,0.012811523288550465,0.4250180173045847,0.0,0.02116265397758712,1.0,0.0
naive,0.85,0.9,50000,1.4,0.75,-0.5528770095042054,0.021050255042785557,0.5532525700783902,0.0,0.021480234590137044,1.0,0.0
naive,0.85,0.95,5000,0.25,0.7999999999999998,-0.05219042482532843,0.06279148007376212,0.08012607122644956,0.8125,0.06964590755953717,1.0,0.0
naive,0.85,0.95,5000,0.4,0.7999999999999998,-0.08025202808686878,0.06942850097711288,0.10468731997352392,0.8125,0.06974019673295596,1.0,0.0
naive,0.85,0.95,5000,0.7,0.7999999999999998,-0.183027412080268,0.04053171721667626,0.18718754610563587,0.125,0.07062647485568357,1.0,0.0
naive,0.85,0.95,5000,1.1,0.7999999999999998,-0.2630735641484345,0.05863729556304629,0.26913033423933147,0.0625,0.0725825589831142,1.0,0.0
naive,0.85,0.95,5000,1.4,0.7999999999999998,-0.3520929029100762,0.053961829736966865,0.3559484497879162,0.0,0.07448511074420988,1.0,0.0
naive,0.85,0.95,10000,0.25,0.7999999999999998,-0.04011835014738051,0.062459413337713765,0.07257297491755103,0.8125,0.04928659352375232,1.0,0.0
naive,0.85,0.95,10000,0.4,0.7999999999999998,-0.09830110329543365,0.05298461727185877,0.11088289305537413,0.5,0.04940746464608799,1.0,0.0
naive,0.85,0.95,10000,0.7,0.7999999999999998,-0.1603262110095463,0.06848781085704701,0.17349902855036048,0.125,0.0500000043953885,1.0,0.0
naive,0.85,0.95,10000,1.1,0.7999999999999998,-0.2879218594519061,0.0585832633741578,0.2934561227442465,0.0,0.05136763850507172,1.0,0.0
naive,0.85,0.95,10000,1.4,0.7999999999999998,-0.360566836005077,0.042785362982352776,0.3629388637317559,0.0,0.052533316210016875,1.0,0.0
naive,0.85,0.95,20000,0.25,0.7999999999999998,-0.06060188508239245,0.03456249876254212,0.06922784411785338,0.625,0.034807353572007295,1.0,0.0
naive,0.85,0.95,20000,0.4,0.7999999999999998,-0.08375429802142614,0.039953013266095606,0.09225649300611653,0.3125,0.0349682969078796,1.0,0.0
naive,0.85,0.95,20000,0.7,0.7999999999999998,-0.1516458903542824,0.043922631623371323,0.1574963452973442,0.0625,0.035344154355432096,1.0,0.0
naive,0.85,0.95,20000,1.1,0.7999999999999998,-0.28654479190358595,0.03367083444947732,0.2883934552678176,0.0,0.036216682285455624,1.0,0.0
naive,0.85,0.95,20000,1.4,0.7999999999999998,-0.3788657285654068,0.02183557173555364,0.37945517912179216,0.0,0.037098033043741103,1.0,0.0
naive,0.85,0.95,35000,0.25,0.7999999999999998,-0.048797881355397914,0.028116365064042234,0.05587803759227842,0.5625,0.026294401891026255,1.0,0.0
naive,0.85,0.95,35000,0.4,0.7999999999999998,-0.08505552279240497,0.023601552591838736,0.08807190620134248,0.0625,0.026393598333746538,1.0,0.0
naive,0.85,0.95,35000,0.7,0.7999999999999998,-0.16369815127450751,0.02963924151394983,0.16619465718959997,0.0,0.026678863550408122,1.0,0.0
naive,0.85,0.95,35000,1.1,0.7999999999999998,-0.26039542738101745,0.0319430288070725,0.26222578700849886,0.0,0.027451313110315304,1.0,0.0
naive,0.85,0.95,35000,1.4,0.7999999999999998,-0.36361439956209707,0.024668246784597735,0.36439802595289417,0.0,0.02805682364749411,1.0,0.0
naive,0.85,0.95,50000,0.25,0.7999999999999998,-0.05604555043849962,0.01670016150815527,0.05833153654930556,0.1875,0.022030014537243202,1.0,0.0
naive,0.85,0.95,50000,0.4,0.7999999999999998,-0.08835920593769434,0.024435306313487486,0.09147193944816746,0.0,0.022082421761703497,1.0,0.0
naive,0.85,0.95,50000,0.7,0.7999999999999998,-0.16214143098375705,0.01957499652919884,0.1632454451125933,0.0,0.022344605013227308,1.0,0.0
naive,0.85,0.95,50000,1.1,0.7999999999999998,-0.26646875593690494,0.019395502285115596,0.26712969098388895,0.0,0.022942141865472228,1.0,0.0
naive,0.85,0.95,50000,1.4,0.7999999999999998,-0.36623010826708163,0.0191896996032684,0.36670113374041136,0.0,0.023506785542852373,1.0,0.0
naive,0.9,0.6,5000,0.25,0.5,-0.17034768858488522,0.05506801090727099,0.17849731221342283,0.1875,0.05658486069391151,1.0,0.0
naive,0.9,0.6,5000,0.4,0.5,-0.2793923464659152,0.05306782822682888,0.2840779215407239,0.0,0.05660062641907006,1.0,0.0
naive,0.9,0.6,5000,0.7,0.5,-0.4670770424306505,0.05266418698126912,0.46985224844546813,0.0,0.056671186475306966,1.0,0.0
naive,0.9,0.6,5000,1.1,0.5,-0.7970092857329742,0.054214888736346896,0.7987360967930752,0.0,0.05673486602843803,1.0,0.0
naive,0.9,0.6,5000,1.4,0.5,-1.0146870819713338,0.059275455970767624,1.0163089369232217,0.0,0.05683494441257453,1.0,0.0
naive,0.9,0.6,10000,0.25,0.5,-0.15883524627433038,0.03441877155664466,0.1622937046061211,0.0,0.040010805155738995,1.0,0.0
naive,0.9,0.6,10000,0.4,0.5,-0.2615593976680324,0.0448581153236484,0.2651411008537799,0.0,0.0400257623840043,1.0,0.0
naive,0.9,0.6,10000,0.7,0.5,-0.471326589975624,0.04447472867631779,0.47328969016417954,0.0,0.04006878128801892,1.0,0.0
naive,0.9,0.6,10000,1.1,0.5,-0.7559661902353536,0.05588161655350496,0.7579000353976757,0.0,0.040151659997249095,1.0,0.0
naive,0.9,0.6,10000,1.4,0.5,-0.9965986263390006,0.03179896584009817,0.9970741185388384,0.0,0.0402059617016925,1.0,0.0
naive,0.9,0.6,20000,0.25,0.5,-0.17452231217108335,0.02057183604681732,0.1756553097873279,0.0,0.028289382099219558,1.0,0.0
naive,0.9,0.6,20000,0.4,0.5,-0.27526904805968894,0.026564734139597188,0.27646813306573076,0.0,0.028298699375121767,1.0,0.0
naive,0.9,0.6,20000,0.7,0.5,-0.4864547893934387,0.028706493772017123,0.48724821291047854,0.0,0.028325151088368736,1.0,0.0
naive,0.9,0.6,20000,1.1,0.5,-0.7654076554237564,0.027369889403630124,0.7658662875459304,0.0,0.028383915246574583,1.0,0.0
naive,0.9,0.6,20000,1.4,0.5,-0.9799450682606102,0.021800377807740794,0.9801723775700463,0.0,0.02844084255631723,1.0,0.0
naive,0.9,0.6,35000,0.25,0.5,-0.1657050692499505,0.024339018300954262,0.16737243963312534,0.0,0.021385899939533135,1.0,0.0
naive,0.9,0.6,35000,0.4,0.5,-0.2846810703249457,0.02663979182853972,0.28584722388582484,0.0,0.02139017588370809,1.0,0.0
naive,0.9,0.6,35000,0.7,0.5,-0.48271278873144874,0.014013189723034999,0.48290344044976286,0.0,0.021412758983802946,1.0,0.0
naive,0.9,0.6,35000,1.1,0.5,-0.767638025123022,0.01997268130935581,0.7678815754161189,0.0,0.02145500212927988,1.0,0.0
naive,0.9,0.6,35000,1.4,0.5,-0.9791380501746155,0.022163783348730703,0.979373193686302,0.0,0.021499446085800428,1.0,0.0
naive,0.9,0.6,50000,0.25,0.5,-0.16892365556484182,0.017074361591025915,0.16973071133164613,0.0,0.017892280487241105,1.0,0.0
naive,0.9,0.6,50000,0.4,0.5,-0.28200144460882304,0.024204463717416268,0.2829735938587209,0.0,0.01789660543516219,1.0,0.0
naive,0.9,0.6,50000,0.7,0.5,-0.4821446002147898,0.01693200233042016,0.48242324770398914,0.0,0.017915169614091894,1.0,0.0
naive,0.9,0.6,50000,1.1,0.5,-0.756465513694037,0.02058071189562122,0.7567279341045438,0.0,0.01795465786868049,1.0,0.0
naive,0.9,0.6,50000,1.4,0.5,-0.9811488966858167,0.015376676721849461,0.9812618519121773,0.0,0.01798683617428427,1.0,0.0
naive,0.9,0.7,5000,0.25,0.6000000000000001,-0.129209675857254,0.05232526079776052,0.1387874361941426,0.5,0.057361056894819566,1.0,0.0
naive,0.9,0.7,5000,0.4,0.6000000000000001,-0.22273148263707243,0.050103286080453474,0.22795340846105927,0.0,0.05733160604482813,1.0,0.0
naive,0.9,0.7,5000,0.7,0.6000000000000001,-0.42083181674786185,0.06496334588250659,0.42550662688880714,0.0,0.05743497877112901,1.0,0.0
naive,0.9,0.7,5000,1.1,0.6000000000000001,-0.66737443404487,0.0466620301400088,0.6689020079260104,0.0,0.057681775479197825,1.0,0.0
naive,0.9,0.7,5000,1.4,0.6000000000000001,-0.8875923561748826,0.04792985790385358,0.8888047494044153,0.0,0.05784987446461811,1.0,0.0
naive,0.9,0.7,10000,0.25,0.6000000000000001,-0.14190050520072456,0.044653065455485065,0.14834092865720488,0.0625,0.040536295809439044,1.0,0.0
naive,0.9,0.7,10000,0.4,0.6000000000000001,-0.2597118676690657,0.04048417341991828,0.2626533589868116,0.0,0.0405510855491798,1.0,0.0
naive,0.9,0.7,10000,0.7,0.6000000000000001,-0.4337260757163642,0.0332565075343717,0.43491973896785197,0.0,0.04062526202603421,1.0,0.0
naive,0.9,0.7,10000,1.1,0.6000000000000001,-0.7058109323267201,0.04972854922442535,0.7074513713053936,0.0,0.040728625239371964,1.0,0.0
naive,0.9,0.7,10000,1.4,0.6000000000000001,-0.8674972340462416,0.04454516360363306,0.868568768551647,0.0,0.04091944156811357,1.0,0.0
naive,0.9,0.7,20000,0.25,0.6000000000000001,-0.15125641288739083,0.04319463630509151,0.15693204901244492,0.0,0.02865798857464725,1.0,0.0
naive,0.9,0.7,20000,0.4,0.6000000000000001,-0.23952864757738984,0.026865266224385734,0.24093693496738694,0.0,0.02867897887539377,1.0,0.0
naive,0.9,0.7,20000,0.7,0.6000000000000001,-0.43309797754627527,0.023865130753615425,0.43371396806125945,0.0,0.028710686565809263,1.0,0.0
naive,0.9,0.7,20000,1.1,0.6000000000000001,-0.6975679967268602,0.02332487632547542,0.6979334902389688,0.0,0.028793258311298458,1.0,0.0
naive,0.9,0.7,20000,1.4,0.6000000000000001,-0.8950610052514517,0.031204815362685455,0.8955708150906855,0.0,0.028902001684962528,1.0,0.0
naive,0.9,0.7,35000,0.25,0.6000000000000001,-0.14691863999102395,0.01798976125940504,0.14794759652524553,0.0,0.021663026558096085,1.0,0.0
naive,0.9,0.7,35000,0.4,0.6000000000000001,-0.24524805087278134,0.02045399724973542,0.2460463870597824,0.0,0.02167763699840389,1.0,0.0
naive,0.9,0.7,35000,0.7,0.6000000000000001,-0.4261969251571786,0.019952130709313686,0.4266345345413157,0.0,0.0217213200668526,1.0,0.0
naive,0.9,0.7,35000,1.1,0.6000000000000001,-0.6896638869558491,0.020347390097951012,0.6899452277080486,0.0,0.021793130637994207,1.0,0.0
naive,0.9,0.7,35000,1.4,0.6000000000000001,-0.892270801140165,0.01667930015153937,0.8924169396532152,0.0,0.021843944758184845,1.0,0.0
naive,0.9,0.7,50000,0.25,0.6000000000000001,-0.15695010953889904,0.01683932011801064,0.15779473032212432,0.0,0.01812587322484936,1.0,0.0
naive,0.9,0.7,50000,0.4,0.6000000000000001,-0.24863551469075412,0.018813111492639843,0.2493018882937282,0.0,0.01813717944404524,1.0,0.0
naive,0.9,0.7,50000,0.7,0.6000000000000001,-0.4245629081549312,0.018326204075170115,0.4249335502487883,0.0,0.018168395632029224,1.0,0.0
naive,0.9,0.7,50000,1.1,0.6000000000000001,-0.6874462616255804,0.01629464618115248,0.6876272852343552,0.0,0.018227589106400766,1.0,0.0
naive,0.9,0.7,50000,1.4,0.6000000000000001,-0.893427643051222,0.018571670051572026,0.8936085852393847,0.0,0.018278997852263314,1.0,0.0
naive,0.9,0.8,5000,0.25,0.7000000000000002,-0.125624883834696,0.06747109363649274,0.14159603855759423,0.4375,0.059926661317025905,1.0,0.0
naive,0.9,0.8,5000,0.4,0.7000000000000002,-0.20944174938348228,0.03795284490968264,0.212641102962846,0.0625,0.059926609154898454,1.0,0.0
naive,0.9,0.8,5000,0.7,0.7000000000000002,-0.3651953083492163,0.06261266623307131,0.37019310851202014,0.0,0.05997226004537924,1.0,0.0
naive,0.9,0.8,5000,1.1,0.7000000000000002,-0.5935604647859037,0.050315870616606924,0.5955564471698053,0.0,0.06029505680705408,1.0,0.0
naive,0.9,0.8,5000,1.4,0.7000000000000002,-0.7681555837601904,0.04712446255639613,0.7695095328502995,0.0,0.0607314430578114,1.0,0.0
naive,0.9,0.8,10000,0.25,0.7000000000000002,-0.1304698562124514,0.03925683417592638,0.1358939429123652,0.125,0.04219442070136049,1.0,0.0
naive,0.9,0.8,10000,0.4,0.7000000000000002,-0.1877407723965045,0.032245141780101155,0.1903191069373455,0.0,0.042301985550239396,1.0,0.0
naive,0.9,0.8,10000,0.7,0.7000000000000002,-0.36015832414728405,0.032233223728442804,0.3615080398414571,0.0,0.042412729381714,1.0,0.0
naive,0.9,0.8,10000,1.1,0.7000000000000002,-0.5805715207333352,0.05570367497116881,0.5830714011843492,0.0,0.04269794532230366,1.0,0.0
naive,0.9,0.8,10000,1.4,0.7000000000000002,-0.739960863480742,0.05659410131495452,0.7419870558290318,0.0,0.042956618832249376,1.0,0.0
naive,0.9,0.8,20000,0.25,0.7000000000000002,-0.1356539616599678,0.03121949170235702,0.1389810704190069,0.0,0.02985464618522355,1.0,0.0
naive,0.9,0.8,20000,0.4,0.7000000000000002,-0.21321435960179924,0.02247123399625504,0.2143216268261037,0.0,0.029844301167867106,1.0,0.0
naive,0.9,0.8,20000,0.7,0.7000000000000002,-0.3562056973920999,0.027275683180781798,0.35718337596640676,0.0,0.029985050131348737,1.0,0.0
naive,0.9,0.8,20000,1.1,0.7000000000000002,-0.5739106072708632,0.02463336834361825,0.5744060086704493,0.0,0.03017275644674114,1.0,0.0
naive,0.9,0.8,20000,1.4,0.7000000000000002,-0.7577290769494563,0.027428310758567727,0.7581943331173756,0.0,0.03034206379255943,1.0,0.0
naive,0.9,0.8,35000,0.25,0.7000000000000002,-0.13034888072220557,0.020236114472524984,0.1318132666461075,0.0,0.02256823860340474,1.0,0.0
naive,0.9,0.8,35000,0.4,0.7000000000000002,-0.20008075878987824,0.024129076727872602,0.20144015019401987,0.0,0.02260249285834385,1.0,0.0
naive,0.9,0.8,35000,0.7,0.7000000000000002,-0.35705511761140274,0.02587502398090976,0.3579329952300842,0.0,0.022681749341525944,1.0,0.0
naive,0.9,0.8,35000,1.1,0.7000000000000002,-0.5771743352348306,0.022512947318656062,0.5775858109414829,0.0,0.0228156140958065,1.0,0.0
naive,0.9,0.8,35000,1.4,0.7000000000000002,-0.7518582319215583,0.02626878588916421,0.752288323683677,0.0,0.0229845824906781,1.0,0.0
naive,0.9,0.8,50000,0.25,0.7000000000000002,-0.12265846866736439,0.017925783922205913,0.1238803870956651,0.0,0.0189074106024402,1.0,0.0
naive,0.9,0.8,50000,0.4,0.7000000000000002,-0.20515173295300454,0.025134312599719613,0.2065901349269007,0.0,0.01891221703395671,1.0,0.0
naive,0.9,0.8,50000,0.7,0.7000000000000002,-0.3544560076894629,0.017349458620790112,0.35485384649096724,0.0,0.018991055278189607,1.0,0.0
naive,0.9,0.8,50000,1.1,0.7000000000000002,-0.5702804918436946,0.015584740266829234,0.5704800989066986,0.0,0.019110206207652417,1.0,0.0
naive,0.9,0.8,50000,1.4,0.7000000000000002,-0.7470809284237525,0.013627496848457621,0.7471974407698099,0.0,0.01922328099227518,1.0,0.0
naive,0.9,0.9,5000,0.25,0.8,-0.09370691298874079,0.05684798744237685,0.10867703696440445,0.75,0.06452813008826587,1.0,0.0
naive,0.9,0.9,5000,0.4,0.8,-0.146677852125356,0.05674659889051923,0.15663112002216126,0.4375,0.06477252392470885,1.0,0.0
naive,0.9,0.9,5000,0.7,0.8,-0.2475831757233029,0.06716431507940689,0.25598151065080144,0.0,0.06494952811706295,1.0,0.0
naive,0.9,0.9,5000,1.1,0.8,-0.41549815060056033,0.07204742992636214,0.4213135629214218,0.0,0.06613047002818737,1.0,0.0
naive,0.9,0.9,5000,1.4,0.8,-0.48816470562174136,0.07153812186299742,0.49305438469246593,0.0,0.06711856283435776,1.0,0.0
naive,0.9,0.9,10000,0.25,0.8,-0.08689059629128923,0.0515537218110794,0.10020803519126639,0.5,0.045690803446014894,1.0,0.0
naive,0.9,0.9,10000,0.4,0.8,-0.13607307563701662,0.04657371938911112,0.14335070209958664,0.1875,0.04576087507493192,1.0,0.0
naive,0.9,0.9,10000,0.7,0.8,-0.2611974534091185,0.0331364022638331,0.26316060590485857,0.0,0.04601598770489518,1.0,0.0
naive,0.9,0.9,10000,1.1,0.8,-0.4026023621985264,0.054939139169317,0.4061013749634535,0.0,0.046805686291416744,1.0,0.0
naive,0.9,0.9,10000,1.4,0.8,-0.5182992202876263,0.04580689554666911,0.5201934365699056,0.0,0.04753728396215518,1.0,0.0
naive,0.9,0.9,20000,0.25,0.8,-0.09535843703687417,0.025813267862419803,0.0985794654681895,0.125,0.03229906093970079,1.0,0.0
naive,0.9,0.9,20000,0.4,0.8,-0.14366415581318637,0.033009579364923665,0.14717649260241633,0.0,0.03233042491904138,1.0,0.0
naive,0.9,0.9,20000,0.7,0.8,-0.2413740597250482,0.03114565875382788,0.24325061256584826,0.0,0.03257530634987216,1.0,0.0
naive,0.9,0.9,20000,1.1,0.8,-0.39123906029933925,0.03370584664941573,0.3925978618715553,0.0,0.0331628203398444,1.0,0.0
naive,0.9,0.9,20000,1.4,0.8,-0.5130955282095547,0.03356991337469545,0.5141240380101649,0.0,0.033638102831919335,1.0,0.0
naive,0.9,0.9,35000,0.25,0.8,-0.0806291196592031,0.01633051149787826,0.08216491156472469,0.0625,0.02439786801867495,1.0,0.0
naive,0.9,0.9,35000,0.4,0.8,-0.13469487014845974,0.023375556027154343,0.13658321135910298,0.0,0.02446067965885722,1.0,0.0
naive,0.9,0.9,35000,0.7,0.8,-0.2448007843216875,0.022275543704249706,0.24574908211705657,0.0,0.024649738341840186,1.0,0.0
naive,0.9,0.9,35000,1.1,0.8,-0.3948381527640443,0.03064244972587743,0.3959513121843399,0.0,0.025005410379638292,1.0,0.0
naive,0.9,0.9,35000,1.4,0.8,-0.5163767418011567,0.01749587809620814,0.5166545399143789,0.0,0.025410778152522052,1.0,0.0
naive,0.9,0.9,50000,0.25,0.8,-0.08965073513283559,0.02186245412122307,0.09211595018669548,0.0,0.020404051787928736,1.0,0.0
naive,0.9,0.9,50000,0.4,0.8,-0.13114357259381698,0.016307579271834374,0.13209069877557694,0.0,0.020474074246759875,1.0,0.0
naive,0.9,0.9,50000,0.7,0.8,-0.23690139102148233,0.021156465864715524,0.23778538719358963,0.0,0.020614075684005632,1.0,0.0
naive,0.9,0.9,50000,1.1,0.8,-0.3896185642675845,0.018718914723088065,0.3900398999202755,0.0,0.020924409880750006,1.0,0.0
naive,0.9,0.9,50000,1.4,0.8,-0.5149539266224279,0.020100128629935175,0.5153215605489577,0.0,0.02123889374512894,1.0,0.0
naive,0.9,0.95,5000,0.25,0.8500000000000001,-0.07132263136991339,0.04366640853051792,0.08291260927844757,0.9375,0.06835160867729559,1.0,0.0
naive,0.9,0.95,5000,0.4,0.8500000000000001,-0.07109415298555402,0.06711018428064906,0.09631546797259316,0.9375,0.06880840092174857,1.0,0.0
naive,0.9,0.95,5000,0.7,0.8500000000000001,-0.16422703481300974,0.04887778639325366,0.17091004093092077,0.3125,0.06965776880590334,1.0,0.0
naive,0.9,0.95,5000,1.1,0.8500000000000001,-0.25928598941801506,0.06922909549237351,0.2678102877827006,0.0625,0.07150282282070143,1.0,0.0
naive,0.9,0.95,5000,1.4,0.8500000000000001,-0.31542252809060534,0.05851755973657406,0.3204709924076546,0.0,0.07325305550464971,1.0,0.0
naive,0.9,0.95,10000,0.25,0.8500000000000001,-0.039447816127896995,0.04593638498365064,0.05945079642898948,0.8125,0.04851773400193316,1.0,0.0
naive,0.9,0.95,10000,0.4,0.8500000000000001,-0.10111875723870803,0.05560372690197439,0.11455802725280007,0.4375,0.04860304516757025,1.0,0.0
naive,0.9,0.95,10000,0.7,0.8500000000000001,-0.13393237846819694,0.04385728645848113,0.1405031217773498,0.1875,0.04921533999109098,1.0,0.0
naive,0.9,0.95,10000,1.1,0.8500000000000001,-0.22348096030087888,0.05634724555807017,0.23004415542208548,0.0,0.05077071173818054,1.0,0.0
naive,0.9,0.95,10000,1.4,0.8500000000000001,-0.32937213584320907,0.03705710526027054,0.33132069978277273,0.0,0.051639301498777164,1.0,0.0
naive,0.9,0.95,20000,0.25,0.8500000000000001,-0.03889899437628667,0.03458181010869787,0.0513253300474609,0.8125,0.03430319206301355,1.0,0.0
naive,0.9,0.95,20000,0.4,0.8500000000000001,-0.0943880943552313,0.034567290693697524,0.10014653684873842,0.25,0.0343443014229847,1.0,0.0
naive,0.9,0.95,20000,0.7,0.8500000000000001,-0.13572212822119464,0.03342921779588971,0.1395283632588106,0.0,0.0347591211411257,1.0,0.0
naive,0.9,0.95,20000,1.1,0.8500000000000001,-0.24344295723070059,0.039273831926587274,0.24639501858253787,0.0,0.03572973759492441,1.0,0.0
naive,0.9,0.95,20000,1.4,0.8500000000000001,-0.33465634008257195,0.03422281667689724,0.3362928293391509,0.0,0.03666096321958319,1.0,0.0
naive,0.9,0.95,35000,0.25,0.8500000000000001,-0.06672399794481713,0.03239966073684929,0.0737307350540564,0.375,0.025852622302771158,1.0,0.0
naive,0.9,0.95,35000,0.4,0.8500000000000001,-0.0768380915266946,0.02577554042419896,0.08078952369190105,0.125,0.0259659705480689,1.0,0.0
naive,0.9,0.95,35000,0.7,0.8500000000000001,-0.15306858542690374,0.0321959090492151,0.1562106986385042,0.0,0.026284567346186342,1.0,0.0
naive,0.9,0.95,35000,1.1,0.8500000000000001,-0.2402790503362933,0.027156738776797865,0.24171350285552987,0.0,0.02697139485139754,1.0,0.0
naive,0.9,0.95,35000,1.4,0.8500000000000001,-0.32226103667675715,0.030284348213317866,0.3235923301741168,0.0,0.02765507200351237,1.0,0.0
naive,0.9,0.95,50000,0.25,0.8500000000000001,-0.05885825924095044,0.01321428741986552,0.060232868816691924,0.125,0.021622527891146544,1.0,0.0
naive,0.9,0.95,50000,0.4,0.8500000000000001,-0.08532301892500735,0.018707370848382324,0.08722448294362303,0.0,0.0217415942288062,1.0,0.0
naive,0.9,0.95,50000,0.7,0.8500000000000001,-0.146521744704996,0.02396084205676158,0.14834709637017093,0.0,0.022008058909028343,1.0,0.0
naive,0.9,0.95,50000,1.1,0.8500000000000001,-0.23788155939828648,0.023378495823332283,0.238956127227441,0.0,0.022596528321818098,1.0,0.0
naive,0.9,0.95,50000,1.4,0.8500000000000001,-0.3340470964234056,0.019483340112347272,0.3345793450543093,0.0,0.023170630766029446,1.0,0.0
naive,0.93,0.6,5000,0.25,0.53,-0.17561214222688107,0.06544436076869431,0.186694680110765,0.125,0.05659714996369684,1.0,0.0
naive,0.93,0.6,5000,0.4,0.53,-0.27099660749901094,0.05730594952898869,0.27661866330144524,0.0,0.05660574569607612,1.0,0.0
naive,0.93,0.6,5000,0.7,0.53,-0.4669443854272213,0.04506657244909417,0.46897880313218365,0.0,0.056670807876539886,1.0,0.0
naive,0.93,0.6,5000,1.1,0.53,-0.764102468245331,0.050848272350749506,0.7656869674381281,0.0,0.05677343294879596,1.0,0.0
naive,0.93,0.6,5000,1.4,0.53,-0.961024772361917,0.07311583706033628,0.9636287762258313,0.0,0.056922558247643786,1.0,0.0
naive,0.93,0.6,10000,0.25,0.53,-0.15205425414220278,0.0360653237360371,0.1560125301231128,0.0625,0.04001635198334248,1.0,0.0
naive,0.93,0.6,10000,0.4,0.53,-0.263761033584837,0.02908232781535898,0.2652598787358428,0.0,0.04002586346727995,1.0,0.0
naive,0.93,0.6,10000,0.7,0.53,-0.4619882815730782,0.03309991662162223,0.4630985872480953,0.0,0.04007481904022932,1.0,0.0
naive,0.93,0.6,10000,1.1,0.53,-0.7620557469920525,0.03707325738274752,0.7629007053907947,0.0,0.04014774789458787,1.0,0.0
naive,0.93,0.6,10000,1.4,0.53,-0.9614410731172924,0.04824037559130971,0.9625749971037566,0.0,0.04024464841340741,1.0,0.0
naive,0.93,0.6,20000,0.25,0.53,-0.1661388630316238,0.031192310157186477,0.16886169491354128,0.0,0.028292192194993074,1.0,0.0
naive,0.93,0.6,20000,0.4,0.53,-0.26738514426920107,0.023044088359892384,0.2683144722311468,0.0,0.02830211743281326,1.0,0.0
naive,0.93,0.6,20000,0.7,0.53,-0.46190256024687404,0.023525611742927433,0.462463878232672,0.0,0.028336285012281023,1.0,0.0
naive,0.93,0.6,20000,1.1,0.53,-0.7493658080083067,0.02922125084490485,0.7498997453787235,0.0,0.028395629981088938,1.0,0.0
naive,0.93,0.6,20000,1.4,0.53,-0.9597146422892657,0.03554028340944642,0.9603313812873063,0.0,0.02845922543590948,1.0,0.0
naive,0.93,0.6,35000,0.25,0.53,-0.16806880249138004,0.02291870062208939,0.16952746099586244,0.0,0.021387289765531746,1.0,0.0
naive,0.93,0.6,35000,0.4,0.53,-0.2593473479359104,0.016826942000663515,0.2598586081601214,0.0,0.021395964159286747,1.0,0.0
naive,0.93,0.6,35000,0.7,0.53,-0.46256417464838273,0.016500826903059963,0.46284001083105814,0.0,0.021421712670058792,1.0,0.0
naive,0.93,0.6,35000,1.1,0.53,-0.7490085427625762,0.023674450723811236,0.7493592241190636,0.0,0.0214650047035603,1.0,0.0
naive,0.93,0.6,35000,1.4,0.53,-0.9663290400884396,0.024214092487467278,0.9666134133411608,0.0,0.021508473766481233,1.0,0.0
naive,0.93,0.6,50000,0.25,0.53,-0.1620856319883159,0.01610626335108634,0.1628341198389957,0.0,0.017894056755687587,1.0,0.0
naive,0.93,0.6,50000,0.4,0.53,-0.26526863585115235,0.01768842370395807,0.26582094439423193,0.0,0.017899907984283786,1.0,0.0
naive,0.93,0.6,50000,0.7,0.53,-0.47091658283336635,0.011984568246749731,0.47105953020426405,0.0,0.017919336354964014,1.0,0.0
naive,0.93,0.6,50000,1.1,0.53,-0.7479604237836627,0.018938322080566523,0.7481851638044968,0.0,0.017959038318700486,1.0,0.0
naive,0.93,0.6,50000,1.4,0.53,-0.9608096241681455,0.01441783147544788,0.9609110341972659,0.0,0.017998162146409397,1.0,0.0
naive,0.93,0.7,5000,0.25,0.6299999999999999,-0.13842957510556825,0.06344058727388288,0.1514460667051471,0.375,0.057175090304068595,1.0,0.0
naive,0.93,0.7,5000,0.4,0.6299999999999999,-0.24538358735154228,0.05066820763465804,0.25023972107234294,0.0625,0.0573037082214858,1.0,0.0
naive,0.93,0.7,5000,0.7,0.6299999999999999,-0.40106382707152494,0.0377710587571011,0.40272779946250725,0.0,0.057375990897635586,1.0,0.0
