-0.46,-0.484,-0.505,-0.518,-0.562
-0.074,-0.075,-0.078,-0.095,-0.091
-0.116,-0.117,-0.123,-0.144,-0.16
-0.211,-0.225,-0.228,-0.241,-0.266
-0.34,-0.359,-0.38,-0.391,-0.426
-0.449,-0.497,-0.512,-0.513,-0.538
-0.072,-0.071,-0.08,-0.081,-0.098
-0.116,-0.126,-0.13,-0.135,-0.14
-0.214,-0.216,-0.228,-0.245,-0.25
-0.36,-0.367,-0.376,-0.395,-0.423
-0.463,-0.479,-0.498,-0.516,-0.55
-0.082,-0.077,-0.078,-0.09,-0.09
-0.112,-0.126,-0.125,-0.131,-0.145
-0.212,-0.216,-0.238,-0.237,-0.252
-0.346,-0.365,-0.38,-0.39,-0.425
-0.453,-0.477,-0.495,-0.515,-0.553
-0.021,-0.08,-0.048,-0.071,-0.052
-0.059,-0.077,-0.071,-0.071,-0.08
-0.111,-0.127,-0.162,-0.164,-0.183
-0.206,-0.213,-0.246,-0.259,-0.263
-0.304,-0.303,-0.314,-0.315,-0.352
-0.035,-0.043,-0.059,-0.039,-0.04
-0.083,-0.063,-0.097,-0.101,-0.098
-0.127,-0.11,-0.148,-0.134,-0.16
-0.228,-0.216,-0.245,-0.223,-0.288
-0.273,-0.306,-0.356,-0.329,-0.361
-0.043,-0.052,-0.061,-0.039,-0.061
-0.071,-0.08,-0.072,-0.094,-0.084
-0.107,-0.134,-0.145,-0.136,-0.152
-0.205,-0.225,-0.226,-0.243,-0.287
-0.273,-0.292,-0.314,-0.335,-0.379
-0.042,-0.039,-0.061,-0.067,-0.049
-0.074,-0.077,-0.078,-0.077,-0.085
-0.119,-0.131,-0.131,-0.153,-0.164
-0.216,-0.217,-0.236,-0.24,-0.26
-0.282,-0.298,-0.313,-0.322,-0.364
-0.04,-0.061,-0.036,-0.059,-0.056
-0.071,-0.081,-0.097,-0.085,-0.088
-0.126,-0.124,-0.147,-0.147,-0.162
-0.21,-0.22,-0.23,-0.238,-0.266
-0.287,-0.3,-0.321,-0.334,-0.366
