feature,beta_true,logOR_true,a,b,c,d,a_obs,b_obs,c_obs,d_obs,logOR_naive,se_naive,p_naive,logOR_lambda,se_lambda,p_lambda,a_hat,b_hat,c_hat,d_hat
2375,-0.01733976226846299,-0.01304458877670165,149639,150953,150026,149382,165306,135286,164898,134510,-0.0032812956229145572,0.005190355463733769,0.5272621264148292,-0.006201469296451903,0.0052917959485451055,0.2412361732833398,144404.67532467528,141873.41991341993,144277.92207792206,140872.55411255412
2376,-0.0019926139150192677,-0.0033075285035636844,149681,149988,150260,150071,164667,135002,165068,135263,-0.0005008189114089895,0.0051895262252290445,0.9231189394039988,-0.0009467650876970264,0.005291641774743235,0.8580028123293542,143722.33766233764,141676.70995670996,144107.53246753244,141921.99134199135
2377,-0.03176236610103365,-0.0364934596894546,148660,151504,151233,148603,164268,135896,165183,134653,-0.01474344731942225,0.005189072916727711,0.004493723546531302,-0.027876506264480336,0.005291705784876281,1.3794647173525498e-07,142739.74025974024,143130.73593073594,144573.76623376622,140984.32900432902
2378,0.011334170866516327,0.006368184571983019,150674,149491,150031,149804,165319,134846,164615,135220,0.00703719856200778,0.005189876989248729,0.17511600559210372,0.013301930251275396,0.005291722190572888,0.01194638099856324,144650.12987012984,141221.2987012987,143541.55844155842,142015.58441558442
2379,-0.022736178261063205,-0.027484992310639687,148539,151321,150740,149400,164201,135659,165109,135031,-0.010154543249971788,0.0051888092297711205,0.050346480740870225,-0.0192014318921446,0.005291613243855965,0.00028490312721164,142775.84415584413,142805.10822510824,144281.29870129866,141566.32034632034
2380,-0.007513660266291493,-0.010702034637477313,149429,150036,150767,149768,164356,135109,165413,135122,-0.006314336879736816,0.005189594084323803,0.22370680910347396,-0.011936664644359869,0.00529167857927764,0.02408675779872307,143262.8571428571,141941.90476190476,144628.83116883112,141594.97835497835
2381,-0.035282050585156,-0.0381474753940584,148862,151737,151124,148277,164716,135883,165388,134013,-0.01792879727878789,0.005190239575950569,0.0005516630728301772,-0.0338868016297209,0.005291947276117457,1.518892234735965e-10,143328.31168831166,142956.45021645023,145172.4675324675,139971.341991342
2382,0.0369252316187921,0.03365021699362611,151566,148811,148665,150958,166316,134061,164374,135249,0.02056780943001253,0.005191272195860166,7.432520080112108e-05,0.03886285531550481,0.005292226657404553,2.082590904425423e-13,146352.72727272724,139720.60606060608,143213.50649350646,142141.73160173162
2383,-0.05058509095212127,-0.05253760582673087,148207,151978,151962,147853,163872,136313,165614,134201,-0.02618909026402395,0.00518921341600156,4.4919512292178303e-07,-0.049517806663222905,0.0052919899746083346,8.193655890008497e-21,142008.83116883115,143881.64502164503,145368.31168831163,140169.78354978355
2384,0.0139774162730145,0.009254547611649058,150256,149464,149842,150438,165096,134624,165237,135043,0.002253845831680777,0.005190573030307698,0.6641293609983332,0.004259345969502062,0.005291831290471531,0.4208827361525628,144475.84415584413,140971.7748917749,144441.29870129869,141539.65367965368
2385,0.007345350110492047,0.012415784382355886,150994,149355,149713,149938,165432,134917,164899,134752,0.00200334118637813,0.005190569405243788,0.6995278600504058,0.003785938882475104,0.005291830933273385,0.47434288117596335,144759.99999999997,141286.6666666667,144153.50649350646,141228.39826839828
2386,0.013564710229595949,0.010410229086538271,149989,149910,149309,150792,164721,135178,164150,135951,0.009174556294081267,0.005188064552902253,0.0769946059659081,0.017352983513710656,0.0052915531012431285,0.001040375278028979,143701.03896103892,141917.05627705628,142557.92207792206,143252.55411255412
2387,-0.03162375553176409,-0.03204082188745353,148648,151335,151068,148949,164387,135596,165980,134037,-0.021207818326291785,0.005190704387980707,4.3938388667210997e-05,-0.04007899519701873,0.00529210451099884,3.6370184313720243e-14,143050.12987012984,142647.96536796537,145928.83116883115,139801.64502164503
2388,0.032029286591989205,0.02134352650780261,151093,149304,149095,150508,165438,134959,164127,135476,0.011779419863398435,0.005189253382355243,0.023209749871034243,0.02227064154008266,0.005291685300705752,2.5694603479892548e-05,144745.974025974,141346.40692640693,142774.80519480517,142561.38528138527
2389,0.02988044258740607,0.024748334196226247,150839,149271,148873,151017,165496,134614,164255,135635,0.015082906859793953,0.005189587787206724,0.0036563875588760814,0.02851340746239827,0.0052917770577720034,7.114780906841983e-08,145000.51948051946,140818.52813852814,142858.44155844153,142751.08225108226
2390,0.004944450409260403,-0.0009052133921073356,150071,149825,150243,149861,165070,134826,165706,134398,-0.007024995191916154,0.005191366169337703,0.17598937721637176,-0.013272859103307992,0.005292043457339796,0.01213897814010324,144337.14285714284,141278.09523809524,145385.45454545453,140427.87878787878
2391,0.009687469950155275,0.027255523098471693,151105,149197,148759,150939,165311,134991,164302,135396,0.009118029204912809,0.005189326517484594,0.0789052459002559,0.017238373238238198,0.0052916611231215716,0.0011233936409115654,144564.41558441555,141437.4891774892,143043.63636363635,142383.0303030303
2392,-0.0048755977538275305,-0.010076444449437462,149735,150073,150683,149509,164966,134842,165692,134500,-0.006930752080718575,0.005191154887124307,0.18184102283636006,-0.013095595182916775,0.0052919890574365126,0.013338271698019342,144193.76623376622,141337.66233766233,145314.28571428568,140582.85714285716
2393,0.019924189710224603,0.023348039341729212,150895,148961,149288,150856,164947,134909,164452,135692,0.008792579811579366,0.0051889593144366745,0.09017440054792654,0.016625159656066663,0.0052916131716455915,0.001679160078466554,144134.28571428568,141442.85714285716,143084.6753246753,142766.75324675324
2394,-0.025443924949242008,-0.025332355864391885,149115,150770,151130,148985,164941,134944,165619,134496,-0.007427529461500571,0.00519098098453911,0.15247241879620915,-0.014034975238422476,0.005291949892767853,0.007998411998443491,144108.31168831166,141496.45021645023,145221.55844155842,140602.25108225108
2395,0.017191592781209325,0.015437155294766287,150836,149390,149452,150322,165389,134837,164619,135155,0.00702216558224219,0.005190006455165402,0.17605028452154703,0.013272965138943117,0.005291744886780105,0.012133429328324542,144745.71428571426,141183.80952380953,143580.51948051946,141918.52813852814
2396,0.012589564506345973,0.010051550021230012,150655,149815,149431,150099,165430,135040,164291,135239,0.008381425221989149,0.005189513651806017,0.10629564491026396,0.015844766433846434,0.005291682492364382,0.0027509551403340515,144693.50649350646,141468.39826839828,143110.90909090906,142155.75757575757
2397,-0.043688133044486564,-0.046909940027946205,147963,151532,151986,148519,163773,135722,165736,134769,-0.018961250389865097,0.005189192565363114,0.00025819775338172587,-0.03585051729805357,0.00529180664961081,1.246459673193939e-11,142187.27272727268,143046.0606060606,145231.68831168828,140963.5497835498
2398,-0.08,-0.07794969461468007,147244,153352,152494,146910,163650,136946,166136,133268,-0.042301131803148935,0.005189942235855859,3.6212961974840085e-16,-0.07997269559084604,0.005292722963802942,1.3927880486546275e-51,141391.68831168828,144890.21645021645,146530.90909090906,138615.75757575757
2399,-0.003632236546866171,-0.004451194714986751,149624,150470,149864,150042,164488,135606,164888,135018,-0.0067743323245974645,0.0051889138490085725,0.19170918422001537,-0.012809177414369715,0.005291590167520426,0.015492063821533971,143176.1038961039,142627.70562770564,144001.03896103892,141623.72294372294
2400,-0.005005755081573367,0.0017532190598034552,150511,149721,150147,149621,165352,134880,165201,134567,-0.0014096515482078526,0.005190961834618452,0.7859612552078489,-0.002663665472957811,0.005291916940010161,0.6147209973303397,144675.32467532463,141259.9134199134,144641.81818181815,140851.51515151517
2401,0.03773992648975443,0.04553397740897083,151886,148361,148224,151529,166084,134163,164086,135667,0.02325080101892578,0.005190369178534647,7.478147954186044e-06,0.043944802910183135,0.005292087446591724,1.0077442827137616e-16,145998.44155844153,139951.08225108226,142622.33766233764,142856.70995670996
2402,0.0017845717729771714,0.0021419843366225102,150433,149782,150057,149728,164959,135256,164802,134983,-0.0010682250120402183,0.005189569927887638,0.8369153019271027,-0.0020193862205168476,0.005291647044087024,0.7027449469327761,143969.61038961037,141949.43722943723,143907.53246753244,141601.99134199135
2403,-0.015423694993270006,-0.013828814451491735,149721,150617,150420,149242,164780,135558,164738,134924,-0.004433001714486767,0.0051891566775460925,0.3929489108204929,-0.008381383740102282,0.0052916044893571365,0.1132159875228484,143580.25974025973,142455.93073593074,143855.0649350649,141537.316017316
2404,-0.042131813384683366,-0.04872328911002534,147957,151669,151985,148389,164266,135360,165601,134773,-0.012440189030121515,0.005189778126668081,0.01652739555817774,-0.023515859638942413,0.00529176814597858,8.836044476043255e-06,143015.5844155844,142342.51082251084,145054.28571428568,141016.19047619047
2405,-0.0027347501731697756,-0.0007272443474860626,149547,149891,150163,150399,164875,134563,165102,135460,0.005268028802485867,0.005189960262242476,0.3100857008986546,0.009957539338435979,0.005291731173234739,0.05987448033187041,144220.51948051946,140958.52813852814,144049.3506493506,142200.17316017317
2406,-0.018089555137949045,-0.014972877325557703,149384,150444,150679,149493,164681,135147,165487,134685,-0.008306701415611363,0.005190289697773412,0.10950296483162544,-0.015699562653514368,0.00529180788973215,0.003009486275162841,143665.19480519477,141885.28138528139,144951.948051948,140926.1471861472
2407,-0.03416651953783989,-0.04519022449967912,148511,151750,151639,148100,164793,135468,166064,133675,-0.021007011881983745,0.005191584475432645,5.202054926532865e-05,-0.03968930584450983,0.0052923171464298565,6.410112626379175e-14,143643.89610389608,142318.96103896105,146225.974025974,139239.74025974027
2408,-0.003730974545248084,-0.006007198191900071,150122,150735,149716,149427,165415,135442,164170,134973,0.0040862353474877666,0.005189285080811006,0.43102606383734166,0.007725452592629224,0.005291634519698214,0.14430741171102648,144465.19480519477,142065.28138528139,143091.948051948,141806.1471861472
2409,0.03274955158852092,0.04193412768182133,151762,148282,148573,151383,165453,134591,164256,135700,0.015466944459227056,0.0051895175764569345,0.002878529644214222,0.029240128341708232,0.005291773396332918,3.28394969281618e-08,144956.62337662335,140799.5670995671,142825.974025974,142846.40692640693
2410,0.002874143101576129,0.003613102839741391,150213,149897,149832,150058,165063,135047,164935,134955,9.428602952725474e-05,0.0051899809829630454,0.985505683040687,0.00017821461894018236,0.0052917117783178496,0.973133869782483,144213.24675324673,141605.80086580088,144094.80519480514,141514.71861471861
2411,-0.03250401750144223,-0.03345387516488791,148753,150700,151810,148737,164257,135196,165833,134714,-0.013120505987314372,0.0051901728150631704,0.011473014718682987,-0.024798810648507575,0.005291849820503586,2.7828730519656004e-06,143089.09090909088,142104.24242424243,145386.23376623375,140849.00432900432
2412,0.01014018279036884,0.008185974332239911,150116,149838,149548,150498,164948,135006,164403,135643,0.008016727130119245,0.0051888737605808675,0.12235012458190282,0.015158587214748965,0.005291596568955371,0.0041746661938824,144085.19480519477,141585.28138528139,143046.49350649348,142711.60173160175
2413,-0.03402238332452276,-0.03822715952211632,148277,151749,151118,148856,164085,135941,166016,133958,-0.02639414321740614,0.005190277955656568,3.6703696241231925e-07,-0.049888090511862875,0.005292155868425575,4.227940384265654e-21,142478.7012987013,143260.34632034632,146016.62337662335,139672.90043290044
2414,-0.04888255326645459,-0.04512470365028271,148791,151272,152112,147825,164265,135798,166145,133792,-0.026261966317118753,0.005190822529358876,4.207822698909801e-07,-0.04962990969691538,0.005292263513644641,6.734898939042658e-21,142786.75324675321,142987.53246753247,146270.38961038957,139383.8961038961
2415,0.015313912075022352,0.02096186937061634,150779,148635,149794,150792,165275,134139,165139,135447,0.0105270153751997,0.005190746572339474,0.04255668286590557,0.0198933123472234,0.0052919339244031334,0.00017047371444696606,144960.2597402597,140195.93073593074,144104.15584415582,142168.2251082251
2416,-0.017052000590541298,-0.016643134858040476,149740,150370,150878,149012,165173,134937,165197,134693,-0.0019551726085432325,0.005190635981556107,0.7064166043240356,-0.003694835025921311,0.0052918426375554595,0.48504379653999796,144413.24675324673,141405.80086580088,144571.16883116882,141038.354978355
2417,0.03450273357520961,0.03208458555971762,151283,149105,148489,151123,165887,134501,164355,135257,0.0148831007054201,0.005190445108009348,0.004138549339893647,0.028127982692884124,0.005291926682496438,1.0650332088172385e-07,145567.01298701295,140516.79653679655,143184.67532467528,142160.0865800866
2418,0.009636681445215654,0.007573834155394682,150383,149862,149570,150185,165022,135223,164745,135010,0.00010355746209179034,0.005189580317984289,0.9840793644593426,0.00019576353069410225,0.005291648282866683,0.9704891427417162,144068.5714285714,141879.04761904763,143819.48051948048,141661.47186147186
2419,-0.024986017410034294,-0.02031736275699049,149278,151015,150509,149198,164247,136046,164933,134774,-0.013561653428525963,0.005188607865865174,0.008955809394654702,-0.02564610444038179,0.005291644590454027,1.2564077112975668e-06,142634.5454545454,143358.78787878787,144186.23376623372,141249.00432900432
2420,0.006794925764833906,0.010256847433032625,150856,149609,149621,149914,165926,134539,164641,134894,0.010409691606176961,0.005191004691686654,0.04492748808834187,0.01967002577121187,0.005291989430309323,0.00020164750708522258,145597.92207792206,140559.22077922078,143744.67532467528,141526.75324675324
2421,0.04014006397650646,0.03355884051770242,151544,148937,148546,150973,165869,134612,164061,135458,0.017225016766114404,0.0051899110393430325,0.0009035900561696533,0.032559790467098004,0.005291872084651473,7.613042162864296e-10,145485.974025974,140686.40692640693,142698.44155844153,142557.74891774892
2422,-0.00584707640927212,0.001643435692811762,150859,150271,149604,149266,165692,135438,164100,134770,0.00471028492138265,0.005189657910829302,0.36407417542178344,0.0089042254644214,0.005291702950649191,0.09243768711246297,144827.01298701295,141963.4632034632,143106.49350649348,141531.60173160172
2423,-0.032877932889926575,-0.03407696079926347,148674,151575,150981,148770,164104,136145,165087,134664,-0.016909883084112804,0.005188643077676219,0.0011179843019993648,-0.03197781630383127,0.005291705693779489,1.512677775417174e-09,142397.40259740257,143554.02597402598,144443.3766233766,141033.76623376625
2424,-0.020494518267968158,-0.022602098869012585,149178,150338,151358,149126,164503,135013,166147,134337,-0.014963584739466563,0.005191170484822254,0.003945244957372894,-0.028273963650186563,0.005292093885366699,9.158240345424949e-08,143503.63636363632,141749.696969697,145989.8701298701,140185.36796536797
2425,-0.02519177364744599,-0.028908019013570336,149190,151320,150848,148642,164576,135934,165422,134068,-0.018949588205554715,0.005190056487312703,0.00026108565230143594,-0.03581835613274847,0.0052919327413042845,1.3013978941687972e-11,143119.99999999997,143080.0,145188.0519480519,140040.5194805195
2426,-0.036591572208004235,-0.035328180234132506,148211,151558,151091,149140,163736,136033,165790,134441,-0.024238533486098043,0.005189257392109389,2.9987415199114288e-06,-0.04582848504508624,0.005291939338722526,4.715372290558195e-18,141977.6623376623,143516.62337662338,145472.20779220777,140462.07792207794
2427,-0.04004617336881193,-0.04253365494562004,148412,151757,151433,148398,164224,135945,165645,134186,-0.02163901526943585,0.0051898379062141975,3.0527219819908696e-05,-0.04090511932398867,0.005291951859406594,1.0781327888978192e-14,142657.1428571428,143218.09523809524,145416.36363636362,140136.9696969697
2428,0.013086954795450594,0.015171617513167642,150780,149360,149502,150358,165425,134715,164659,135201,0.008242348004391787,0.005190142049848652,0.11226880702682807,0.015578654514687014,0.005291779040023206,0.0032406785784174228,144855.84415584413,140991.7748917749,143608.5714285714,141972.38095238095
2429,0.034375232553540594,0.04009476031911478,151435,148593,148400,151572,165945,134083,164279,135693,0.022026101400312997,0.0051904576451635015,2.199858398842242e-05,0.04162870144526792,0.0052920725751217515,3.654654738916821e-15,145859.48051948048,139881.47186147186,142859.48051948048,142828.13852813854
2430,-0.011212551665448317,-0.0014135247344817029,149880,150062,150044,150014,165014,134928,165081,134977,-4.2853143423198934e-05,0.005190150510824759,0.993412238630752,-8.09943896920566e-05,0.005291742182450804,0.9877882089336801,144211.42857142852,141447.61904761905,144272.987012987,141496.5367965368
2431,0.02437136032583088,0.02051196238056231,150604,148854,149608,150934,165297,134161,165447,135095,0.006030594366359667,0.005191318323444537,0.24536987979978686,0.011394240493906195,0.00529203002014961,0.03131125593555837,144977.40259740254,140220.69264069264,144687.01298701295,141543.4632034632
2432,0.028139452053508585,0.01760035617110545,150772,149202,149478,150548,165435,134539,164794,135232,0.009019830737484118,0.005190399700108042,0.0822476181402944,0.017046809324949463,0.005291835893488312,0.001275921201126871,144960.2597402597,140729.26406926409,143767.79220779217,141971.2554112554
2433,0.05217562304155809,0.05486386015621883,152255,147500,148386,151859,165813,133942,164293,135952,0.02410415694619954,0.005190273645117614,3.4155983799154255e-06,0.04555930679410257,0.005292091760744132,7.37384578047683e-18,145761.29870129869,139719.65367965368,142743.11688311686,143204.50216450216
2434,-0.005773784467532933,0.00014650264657368033,150079,150036,149953,149932,164797,135318,164736,135149,-0.0008794661234490359,0.005189175211214036,0.8654183888067033,-0.001662772689636919,0.005291593285878231,0.7533470291309247,143727.01298701295,142096.79653679655,143735.5844155844,141869.1774891775
2435,-0.010826270327252528,-0.0078636784783233,149633,150026,150564,149777,164594,135065,165677,134664,-0.009531600202389653,0.005190475604058667,0.06630390676421567,-0.018013619117998633,0.005291859383063955,0.0006640079151441432,143594.80519480517,141794.71861471861,145209.61038961037,140829.43722943723
2436,0.013051833303594801,0.008436414642066263,150615,149592,149775,150018,165550,134657,165031,134762,0.00391937164955169,0.005191012634100225,0.45023082247617663,0.007405901708761902,0.0052919362526694476,0.16167233303743944,145048.31168831166,140863.1168831169,144319.74025974024,141197.4025974026
2437,0.0030233071099148353,0.012627032559158674,150476,149617,149436,150471,165230,134863,164847,135060,0.003780335030754711,0.005190121200772621,0.46638636178437287,0.007145122430257312,0.0052917448831152685,0.17693920408998287,144525.71428571426,141277.14285714287,143925.974025974,141699.74025974027
2438,0.009358276345380211,0.013477006756527072,149876,149331,149657,151136,164864,134343,165086,135707,0.008756226934496125,0.005189933773151585,0.09157339536767058,0.016551155485467005,0.005291761805576959,0.0017616721320466554,144320.51948051946,140638.52813852814,143900.25974025973,142569.26406926409
2439,0.04017239445987931,0.04629604613301524,151796,148119,148409,151676,165874,134041,164217,135868,0.023577762360528616,0.0051902382368827025,5.553485442240546e-06,0.044564699721619826,0.005292069830413271,3.731760924096833e-17,145789.09090909088,139844.24242424243,142688.0519480519,143107.18614718615
2440,-0.013300474253111266,-0.012640280168722177,149313,150673,150275,149739,164709,135277,164965,135049,-0.003239891308381334,0.005189419372232653,0.5324132757074378,-0.006125035777249371,0.005291629819484564,0.2470701254194676,143634.02597402595,142066.92640692642,144084.93506493504,141642.683982684
2441,0.00670918756482229,0.010857209057910799,150189,149227,149959,150625,164845,134571,165178,135406,0.004167673191014426,0.005190039186323776,0.4219667469806173,0.007877460977786186,0.005291739794798227,0.1365839127438679,144177.40259740257,140980.69264069264,144176.10389610386,142094.3722943723
2442,-0.030402588181065414,-0.03607716278565165,148814,151690,151016,148480,164475,136029,165402,134094,-0.019947273106081007,0.005189852088775785,0.00012128470124312012,-0.03770680764900507,0.005291920024642958,1.038129337508623e-12,142939.48051948048,143254.8051948052,145148.5714285714,140085.7142857143
2443,-0.004939964235393835,-0.00373305092896485,149843,150060,150220,149877,165025,134878,165242,134855,-0.001484622891171305,0.005190453361337419,0.7748555108298877,-0.002805756497783079,0.005291802968438233,0.5959676949024327,144251.68831168825,141370.21645021645,144545.45454545453,141261.21212121213
2444,-0.020861722690666867,-0.025421134242095116,149522,151197,150709,148572,164613,136106,165489,133792,-0.022455022011334855,0.005190275863959505,1.515909262790106e-05,-0.0424421397345724,0.005292060168666766,1.0577490928867811e-15,143078.70129870126,143320.34632034632,145418.44155844153,139611.08225108226
2445,-0.02347159444384416,-0.027175966606622703,148544,151398,150640,149418,164047,135895,165471,134587,-0.018314617399572096,0.0051892039955348,0.0004165513652665444,-0.03462764566190887,0.00529178765923444,6.003222324282133e-11,142453.2467532467,143205.80086580088,144982.0779220779,140787.44588744588
2446,-0.006807611251251031,-0.006255818580221137,149857,150738,149732,149673,165033,135562,164772,134633,-0.005293767779836183,0.00518966211603741,0.3076999105860593,-0.01000716153415203,0.005291683789209902,0.05860952561903705,143906.75324675321,142374.19913419915,144050.38961038957,141097.22943722946
2447,-0.013835946527031143,-0.011575685393342899,149326,150364,150504,149806,164862,134828,165278,135032,-0.0010082469277225537,0.005190232037880096,0.845973442990994,-0.0019055939861001932,0.005291760367198108,0.7187679610878753,144065.974025974,141353.0735930736,144500.2597402597,141509.26406926409
2448,0.01151287084222598,0.003186741496405159,150082,149938,149823,150157,164581,135439,164899,135081,-0.004577055335707284,0.005189087152931798,0.37774757946561066,-0.008653935587048894,0.005291594215289318,0.10196275173510042,143383.63636363635,142349.696969697,143982.59740259737,141712.6406926407
2449,0.024905932943952762,0.028808578480117256,150888,149386,148454,151272,165882,134392,164333,135393,0.016802537284414984,0.005190406567222137,0.001206963012620538,0.031756144328705216,0.005291951035306857,1.9630097596950355e-09,145617.1428571428,140358.09523809524,143085.4545454545,142367.87878787878
2450,-0.04623915930765978,-0.04561373125864793,148438,151947,151474,148141,163956,136429,165903,133712,-0.03192117033462638,0.005189923364163583,7.718777399892011e-10,-0.06034393044432703,0.005292279324542468,4.074163829719939e-30,142057.66233766233,144023.29004329006,145997.6623376623,139349.95670995672
2451,0.03108792793779606,0.03157174456832065,151101,149321,148312,151266,165666,134756,164162,135416,0.014005708583841061,0.005189717269127036,0.006960208744927729,0.02647583053389129,0.0052917829290525156,5.6387372290409e-07,145147.5324675324,140968.658008658,142851.42857142855,142460.9523809524
2452,-0.06898115038459418,-0.07349978552452177,147118,152988,152524,147370,163564,136542,166058,133836,-0.03514974372245421,0.0051895376092106725,1.2597006485642092e-11,-0.06645710254900593,0.005292342811373463,3.628683129613165e-36,141489.8701298701,144325.36796536797,146134.5454545454,139478.78787878787
2453,0.007667033805469594,-0.002577352741369205,150266,149894,150299,149541,165514,134646,165235,134605,0.0013825278148947592,0.005191310690659881,0.789996042024207,0.002612143582002517,0.005292003309134228,0.621587266074942,145007.2727272727,140859.39393939395,144666.23376623375,140895.670995671
2454,0.022007653957107194,0.019054106995126364,150538,149500,149071,150891,165429,134609,164586,135376,0.010790645696864916,0.005190029493703614,0.037607179632725626,0.020395960156045178,0.005291785435986846,0.0001160763131679598,144916.10389610386,140834.3722943723,143422.8571428571,142255.2380952381
2455,-0.0201616056795747,-0.01813319939624265,149435,150546,150814,149205,165159,134822,165418,134601,-0.00320748996631461,0.005191004092935175,0.5366452545713902,-0.00606076774459755,0.005291930445188147,0.25209118134121267,144454.80519480514,141241.3852813853,144905.974025974,140826.40692640693
2456,-0.007098393597439747,-0.008228839379839136,149921,150369,150248,149462,164995,135295,165163,134547,-0.00656167021695931,0.005190272258773723,0.20614939966968937,-0.012401524098129888,0.005291791312789037,0.019101718857462004,143996.10389610386,141994.3722943723,144602.85714285713,140835.2380952381
2457,-0.024222319158422743,-0.021885685677924087,148809,150701,150940,149550,164177,135333,166152,134338,-0.01933725010003591,0.005190623448998948,0.00019499063130790694,-0.03654459498904721,0.005292050588597564,5.00042943520473e-12,142914.02597402595,142333.59307359307,145995.84415584413,140185.10822510824
2458,0.027722844313543497,0.03773694025823558,151385,148827,148343,151445,165882,134330,163996,135792,0.022259424345178386,0.0051898513725609115,1.794557402365895e-05,0.042077797012239904,0.005291969791327337,1.846326582573115e-15,145649.3506493506,140266.83982683983,142440.51948051946,143071.86147186148
2459,-0.08,-0.0784718917611298,146944,153601,152285,147170,163882,136663,166177,133278,-0.03898756274510068,0.005190368289945715,5.844409241932377e-14,-0.07369588481207805,0.005292640951864813,4.514574886727401e-44,141839.99999999997,144393.33333333334,146578.96103896102,138616.27705627706
2460,-0.0300917153316663,-0.031190346178615682,148518,151000,151339,149143,164255,135263,166072,134410,-0.017327475518918903,0.005190608354131092,0.0008431211524425481,-0.03274631507843505,0.0052920062778402475,6.097760238776188e-10,143051.68831168825,142203.5497835498,145854.5454545454,140318.78787878787
2461,-0.06001552147338441,-0.06208229938697403,147588,152583,152073,147756,164160,136011,165824,134005,-0.02494398949341356,0.005190064653083475,1.5390001142374299e-06,-0.04714998128205301,0.005292076380830749,5.124341510804544e-19,142539.7402597402,143337.4025974026,145742.85714285713,139808.57142857145
2462,0.005837255328828232,0.008090996363195884,150246,149197,150197,150360,165293,134150,165457,135100,0.006064959239689386,0.005191329720347492,0.2426913113940654,0.011459134519920698,0.005292033575629468,0.030360463749952937,144977.92207792203,140205.88744588746,144697.40259740257,141547.35930735932
2463,0.040254814624658235,0.03949190328198395,151733,148455,148583,151229,166067,134121,164318,135494,0.020772658143765388,0.005190731101957928,6.28424408320718e-05,0.039256220454736375,0.005292101024405926,1.1900134468203713e-13,145998.18181818177,139895.15151515152,143013.50649350646,142521.73160173162
2464,0.03691967142252749,0.02918705996692148,150830,149165,148646,151359,164967,135028,164924,135081,0.0006531240968954317,0.005189794094731385,0.8998524146411411,0.001234581984026082,0.005291680186560636,0.8155236169382324,144098.44155844153,141611.08225108226,144015.0649350649,141703.9826839827
2465,0.02070190242081227,0.018802138449124907,150789,149065,149525,150621,165078,134776,164846,135300,0.005286760194811017,0.005189857451721462,0.30835891798395054,0.009993241749875809,0.0052917066373509465,0.05896256442691068,144373.50649350646,141201.73160173162,143799.99999999997,142053.33333333334
2466,0.007691013216592274,0.0066568103887390505,150288,150033,149468,150211,165242,135079,164689,134990,0.0026931206398909313,0.005189867140947964,0.6038172311925802,0.005090614765842386,0.0052916986072063885,0.33604953694495154,144429.09090909088,141590.9090909091,143757.14285714284,141651.42857142858
2467,-0.023735553643222714,-0.024213412568266722,149134,150838,150978,149050,164245,135727,165383,134645,-0.014908560221149787,0.0051893749978498376,0.004067216466529002,-0.028185798595394926,0.005291744337660477,1.0019385675035631e-07,142797.6623376623,142889.95670995672,144837.6623376623,140903.29004329004
2468,0.03775114353116292,0.04587058120697006,151836,148039,148521,151604,166116,133759,164282,135843,0.026561919087314607,0.005190805710787432,3.102541944764908e-07,0.05019711433061754,0.005292268829182287,2.4240745789701017e-21,146249.8701298701,139345.36796536797,142785.45454545453,143047.87878787878
2469,0.019312681916720517,0.020718025246836046,151002,149278,149168,150552,165837,134443,164484,135236,0.014073113552172938,0.005190580088203232,0.006702409627840756,0.026595989159488107,0.005291939942658725,5.014579554302428e-07,145532.20779220777,140448.7445887446,143363.11688311683,142084.50216450216
2470,-0.026159857077539695,-0.02581357918791687,148848,151156,150780,149216,164326,135678,165076,134920,-0.010156100929747896,0.005188967123440349,0.050318195496213344,-0.019203322939819776,0.0052916282639492275,0.0002845204140252814,142928.31168831166,142789.78354978355,144296.10389610386,141414.3722943723
2471,-0.03964586140418658,-0.046269952582673836,148053,151859,151611,148477,163677,136235,165730,134358,-0.026338351921230133,0.005189072429371976,3.860027649964703e-07,-0.04980241910578715,0.005291978372586788,4.9178296693889e-21,141796.1038961039,143834.3722943723,145437.40259740257,140360.69264069264
2472,-0.019478810764390703,-0.007996059432409733,149957,150694,149906,149443,165027,135624,164622,134727,-0.004178664925544535,0.0051893919323273505,0.42068576018800785,-0.007899912673854727,0.005291640865881199,0.13546227546836861,143866.75324675321,142467.53246753247,143806.75324675321,141287.53246753247
2473,0.03351875004178144,0.03424503061039256,151071,149089,148343,151497,165169,134991,164179,135661,0.010962876884744373,0.005188876843464325,0.03462089498859291,0.02072947603678541,0.005291629647032393,8.950592664130167e-05,144379.99999999997,141486.6666666667,142746.23376623372,142815.670995671
2474,0.038756489868781635,0.04335943646370731,151855,148434,148314,151397,166057,134232,164264,135447,0.019866920682840752,0.005190611534922941,0.00012946606866206847,0.037545781690599106,0.005292055949122169,1.2959123363541145e-12,145927.53246753244,140061.99134199135,142967.7922077922,142471.2554112554
2475,0.05006359292204532,0.05533490221610428,151864,147868,147982,152286,165652,134080,163684,136584,0.030454531068935253,0.005189000726548647,4.382858296420038e-09,0.05758864014715798,0.005292107230623353,1.4046769881637718e-27,145480.51948051946,139978.52813852814,141623.89610389608,144345.6277056277
2476,-0.024025587793726984,-0.027251564290338134,148801,151305,150739,149155,164514,135592,165183,134711,-0.01057687450941085,0.005189477370016734,0.041536066749928685,-0.019995491156251457,0.005291695695533585,0.000157677844373766,143217.1428571428,142598.09523809524,144543.63636363635,141069.696969697
