feature,beta_true,logOR_true,a,b,c,d,a_obs,b_obs,c_obs,d_obs,logOR_naive,se_naive,p_naive,logOR_lambda,se_lambda,p_lambda,a_hat,b_hat,c_hat,d_hat
3737,0.032741431106481506,0.028252552477854232,151224,148966,148915,150895,165643,134547,164338,135472,0.014760934719056075,0.005189985958732465,0.004453449133859556,0.027901097035966868,0.005291835658698364,1.345925967516049e-07,145226.23376623375,140669.00432900432,143050.90909090906,142482.42424242425
3738,-0.006162654802679261,-9.8516099504837e-05,150342,150056,149951,149651,165192,135206,164526,135076,0.0030778543183674215,0.005189498837722968,0.5531190587427031,0.005818554039590337,0.005291644325190151,0.27151781478334513,144298.1818181818,141795.15151515152,143500.7792207792,141834.45887445888
3739,0.028223529839596584,0.022818816787256054,150998,149516,148773,150713,165869,134645,164021,135465,0.017275414444818532,0.0051898420870612515,0.000872531127344655,0.032655796222032296,0.005291862560551369,6.788275771850654e-10,145468.83116883115,140734.97835497835,142642.85714285713,142581.90476190476
3740,-0.035511619263813195,-0.039199054067322124,148656,151217,151723,148404,164116,135757,166242,133885,-0.02675627309073608,0.005190730754994413,2.5413831697877495e-07,-0.05056556187564002,0.005292258202163738,1.2402791001646358e-21,142614.5454545454,142978.78787878787,146348.0519480519,139487.18614718615
3741,0.007597811488232654,0.0010028643292797042,149960,150228,149697,150115,165136,135052,164764,135048,0.0022256044268957054,0.00518981117625119,0.6680388533876175,0.004206975277676743,0.005291686394502068,0.4266042030600401,144305.4545454545,141587.87878787878,143824.41558441555,141710.82251082253
3742,-0.005606417122713195,0.003244202259592272,150263,149540,150217,149980,164921,134882,164580,135617,0.00750418505774845,0.005189131395711635,0.148139312109053,0.014188171921579609,0.005291620523738384,0.0073347100629480395,144114.5454545454,141412.12121212122,143289.8701298701,142612.03463203463
3743,-0.05351907559554554,-0.05142820615975809,147960,151731,152126,148183,164005,135686,165936,134373,-0.021429062912319764,0.00518995487876156,3.644240257024713e-05,-0.04050662974406302,0.005291967580040824,1.9427596746777088e-14,142507.2727272727,142912.72727272726,145697.1428571428,140311.42857142858
3744,0.027131243197602416,0.025362114814569105,150771,149319,148779,151131,165324,134766,164202,135708,0.013775338751926743,0.005189193424271511,0.007939769847295008,0.02604485937287929,0.005291703288677973,8.573906054142341e-07,144698.18181818177,141101.8181818182,142751.68831168828,142876.88311688314
3745,-0.02164493385293798,-0.01861229178538982,148992,150347,151049,149612,164068,135271,165738,134923,-0.01270314033170638,0.005189678585655019,0.014374332132305922,-0.02401376985936061,0.005291763793815696,5.680319692093947e-06,142804.67532467528,142280.0865800866,145154.28571428568,141189.52380952382
3746,0.012594240085899553,0.009171034381021214,150038,149452,149860,150650,164963,134527,165170,135340,0.004771149683231898,0.005190230497085257,0.3579617711943306,0.009017565066184698,0.005291776146245608,0.08836772495628933,144353.50649350646,140875.06493506493,144199.99999999994,142000.0
3747,-0.024518885362059716,-0.0328924409025987,148948,150971,151496,148585,164497,135422,165785,134296,-0.016148890429341693,0.005190521946611464,0.0018631185114255757,-0.030519619233523698,0.0052919609339933645,8.061545254004177e-09,143283.3766233766,142353.76623376625,145541.03896103892,140250.38961038963
3748,0.004635369471844992,0.01809658160274052,150680,149588,149055,150677,165094,135174,164556,135176,0.003278856527795237,0.005189379314818346,0.527491546183171,0.006198784444753075,0.005291626371248479,0.24142487366092868,144187.53246753244,141781.99134199135,143487.7922077922,141971.2554112554
3749,0.01822561408872463,0.01667466124389348,150975,149365,149384,150276,165635,134705,164742,134918,0.00698592050371852,0.005190656607003806,0.17834621666376904,0.013201793852507344,0.005291874463035623,0.012605328166594971,145133.7662337662,140904.32900432902,143863.37662337656,141527.09956709956
3750,-0.0008542102149956255,-0.0025826718397397607,149820,150408,149786,149986,164813,135415,164627,135145,-0.0008666681043368023,0.005189016756601563,0.8673545357997554,-0.0016386664028466063,0.005291576183323557,0.7568084683055698,143697.40259740257,142234.02597402598,143596.10389610386,141901.03896103898
3751,-0.015544099236369934,-0.01084963616099767,149823,150037,150777,149363,164666,135194,165495,134645,-0.0090908713281659,0.005190279524241604,0.07985661353497933,-0.017181712432820916,0.005291813295195405,0.0011669076828721794,143621.29870129866,141959.65367965368,144983.11688311686,140864.50216450216
3752,0.0180119416598976,0.01581626250674513,150378,149739,149075,150808,165316,134801,164840,135043,0.004677101392350555,0.005190261044629589,0.3675190545820761,0.008839698496911833,0.005291775635722313,0.09482842566244948,144669.61038961035,141156.10389610392,143925.71428571426,141677.14285714287
3753,0.0058382683894887865,0.007878740421589264,150084,149576,149833,150507,164911,134749,164761,135579,0.00705067762122569,0.0051894278792980015,0.17425377009873066,0.013329393736858998,0.005291656205537147,0.011770686470624441,144170.64935064933,141219.82683982686,143544.67532467528,142493.41991341993
3754,-0.013717598776318786,-0.0169603814288135,149253,150566,150706,149475,164626,135193,165493,134688,-0.008995028147701794,0.005190205559497283,0.08308190612610451,-0.017000960518816305,0.005291798487491251,0.001314936024994395,143569.8701298701,141972.03463203463,144958.1818181818,140928.48484848486
3755,0.0006768021598067464,0.004899111952300075,150684,149534,150098,149684,165367,134851,165401,134381,-0.0036969847288398036,0.005191348269297426,0.4763759432503648,-0.00698501146025876,0.0052920200438757396,0.1868637254644271,144709.87012987008,141212.03463203463,144998.18181818177,140508.48484848486
3756,-0.0031878146552717633,-0.012716495303712992,150036,150685,150268,149011,165448,135273,164415,134864,0.0032351234700707778,0.005189760025317514,0.5330435895813725,0.006115358234080438,0.005291693247509994,0.24782334745542156,144595.84415584413,141805.10822510824,143466.75324675321,141560.8658008658
3757,-0.011190480131427741,-0.016549983046754237,148853,150165,151076,149906,163964,135054,165817,135165,-0.010416292152338046,0.005189640018529696,0.044735617883870475,-0.01969098332138028,0.0052917412909930335,0.0001983739675859428,142782.33766233764,141996.70995670996,145131.16883116882,141518.354978355
3758,0.02731803453503996,0.03248181625378052,151228,148618,148946,151208,165604,134242,164426,135728,0.018147454639107125,0.005190094710257689,0.0004713062944131274,0.034301534341293606,0.005291917062479387,9.059088033109742e-11,145334.02597402595,140233.59307359307,143032.20779220777,142828.7445887446
3759,0.05325799477454078,0.05048183853166699,152032,148047,148167,151754,166437,133642,164060,135861,0.030852261530638202,0.005191017268429068,2.7918009798968564e-09,0.058302801646026,0.005292452749792016,3.1919774395333434e-28,146727.53246753244,139061.99134199135,142487.7922077922,143151.2554112554
3760,-0.016407392058471082,-0.012604568649675497,148880,150331,150613,150176,164753,134458,165464,135325,0.0021211334091069687,0.005190384908767029,0.6827848491972834,0.004008799817498774,0.005291804765670447,0.4487212013670622,144116.62337662335,140846.23376623378,144589.61038961037,141876.1038961039
3761,-0.004227163163235693,-0.003880510608754561,149742,150176,150115,149967,164950,134968,165067,135015,-0.00036088347933184873,0.005190014041836052,0.9445644101007453,-0.0006821189671028554,0.0052917175365103115,0.8974342979235925,144107.53246753244,141528.658008658,144235.0649350649,141557.316017316
3762,-0.029663466171745197,-0.024784560096571102,149183,151187,150672,148958,164517,135853,165319,134311,-0.016278387874467032,0.005189751738950651,0.001708952648175348,-0.030771940368387422,0.00529182615446968,6.063585332137438e-09,143085.45454545453,142981.21212121213,144928.05194805193,140433.8528138528
3763,-0.04177158621658106,-0.037505654324391444,148508,151176,151637,148679,164275,135409,165859,134457,-0.016651504492311182,0.005190263475212861,0.001335595214465503,-0.03147208826934393,0.005291920888667333,2.7277549767738356e-09,143001.81818181815,142411.51515151517,145553.50649350646,140461.73160173162
3764,0.034612298450867184,0.03573327709501017,151738,148295,149025,150942,165948,134085,164200,135767,0.02305546494771224,0.005190331615359457,8.912560928900732e-06,0.04357608833303395,0.005292073704497859,1.8073437583925022e-16,145862.33766233764,139883.37662337662,142718.44155844153,142964.41558441558
3765,-0.021300251973945146,-0.030074109004598712,148838,151800,150457,148905,164487,136151,165194,134168,-0.018960751704218664,0.005189511851727583,0.0002585208293726338,-0.03584588798038994,0.005291851180578259,1.2545183531710582e-11,142891.68831168828,143430.21645021645,144839.99999999997,140266.66666666666
3766,0.01001457279266889,0.013518267574346203,150730,149392,149594,150284,165753,134369,164757,135121,0.011607954984415587,0.0051909048675690145,0.025337998168991883,0.021934931829135973,0.005291975800558568,3.39899992441517e-05,145461.55844155842,140368.91774891777,143777.40259740257,141820.69264069264
3767,-0.04247240783427716,-0.03150593433294421,148985,150941,151422,148652,164633,135293,165596,134478,-0.011874472903486089,0.005190408837362651,0.022150792166812122,-0.022441944127740567,0.005291871082042541,2.2269129374787196e-05,143527.01298701297,142116.79653679655,145201.03896103892,140583.72294372294
3768,-0.0202832132208416,-0.018790103899031588,149789,150290,151119,148802,164902,135177,165276,134645,-0.0062087697268839665,0.005190303183808096,0.2316088199650601,-0.011734413208227915,0.005291792967250082,0.026590719260657033,143936.62337662335,141852.90043290044,144698.7012987013,140940.34632034632
3769,0.014162193438019825,0.019639911239149432,150613,149159,149368,150860,164871,134901,164806,135422,0.004248962635408826,0.005189428178397668,0.41291605286168,0.00803268189168903,0.0052916366374892365,0.1290154717144456,144039.7402597402,141457.4025974026,143684.67532467528,142246.75324675324
3770,0.014207079855786545,0.01757068496559025,151263,149326,149355,150056,166334,134255,164658,134753,0.013829671523956782,0.005191781921422082,0.007727220611060343,0.026126812440944353,0.005292242311288406,7.940940768613087e-07,146275.32467532463,139999.9134199134,143839.99999999997,141313.33333333334
3771,0.006757420817265984,0.004419161335874586,150298,150220,149449,150033,165369,135149,164674,134808,0.0016852456434573188,0.0051900667875512336,0.7454036198504289,0.0031852976734839445,0.005291734823944945,0.5472152326408701,144557.66233766233,141649.95670995672,143832.20779220774,141388.7445887446
3772,0.012149971440398451,0.005871134394278789,149751,149923,149636,150690,164941,134733,164579,135747,0.009694918569373715,0.005189173705015844,0.06172066030358517,0.018330023079248373,0.005291648777653245,0.0005322993481898568,144217.92207792206,141185.88744588746,143221.03896103892,142803.72294372294
3773,0.006230343791309527,0.008167330893755959,149637,149582,149804,150977,164233,134986,165098,135683,-0.00010287552106053364,0.005188846025236403,0.9841819525343676,-0.00019451957648619378,0.005291573109099979,0.9706761645829494,143167.01298701295,141803.4632034632,143928.31168831166,142529.78354978355
3774,0.030568505773739853,0.023626334403634933,151026,149200,149028,150746,165313,134913,164555,135219,0.00686132350408577,0.0051897619941031,0.18613875627290455,0.012969966604356925,0.005291702597442744,0.014245968868702732,144607.53246753244,141321.99134199135,143464.15584415582,142034.8917748918
3775,0.05211844808464199,0.050175103477217826,151717,148221,148016,152046,165486,134452,163670,136392,0.025360141797722488,0.0051886393061279885,1.0205783618073179e-06,0.0479598114985508,0.0052919105584907766,1.270813523443892e-19,145071.68831168828,140583.5497835498,141705.45454545453,144067.87878787878
3776,0.0169628366605832,0.012728482658247522,150809,149529,149516,150146,165136,135202,164317,135345,0.006028986586423877,0.005189044878325996,0.24528897828359608,0.011399323895432037,0.005291601288467923,0.031222174082799578,144227.5324675324,141808.658008658,143089.61038961035,142302.77056277057
3777,-0.003961734483370297,-0.0032150162332099303,150141,149946,150295,149618,164799,135288,164949,134964,-0.00330753732342684,0.005189547973608248,0.5238995341349666,-0.006252655864889426,0.0052916484103419075,0.2373611449721147,143745.19480519477,142051.94805194807,144108.31168831166,141523.1168831169
3778,-0.0323345171125524,-0.025011315062757975,148252,150593,151281,149874,163819,135026,165982,135173,-0.012029066151223377,0.005189688267167831,0.020455932615793874,-0.022739571091252957,0.005291778283851634,1.7300723653394115e-05,142608.5714285714,142005.7142857143,145341.29870129869,141472.98701298703
3779,-0.015566263978941605,-0.02001475359831318,149033,150617,150884,149466,164557,135093,165696,134654,-0.010152641119358943,0.005190445825975217,0.05046222452657086,-0.019187515119265655,0.005291860219998715,0.0002880075093036774,143532.20779220774,141848.7445887446,145239.48051948048,140808.13852813854
3780,-0.010541117414837813,-0.01664133700338108,148938,150217,151031,149814,164271,134884,165747,135098,-0.007359713844905002,0.005190039854510438,0.15617741459637952,-0.013910912970459257,0.0052917696227931365,0.008569107239927681,143269.3506493506,141640.17316017317,145075.0649350649,141443.9826839827
3781,0.044090223701317065,0.04933692964480148,152379,148178,148121,151322,166211,134346,164185,135258,0.019029666562231293,0.005190741042696791,0.0002462978979137258,0.03596199563886539,0.005292071104796639,1.0797622780467158e-11,146068.31168831166,140176.45021645023,142963.3766233766,142220.4329004329
3782,-0.048459842335465866,-0.05285590739607077,148320,152304,151660,147716,164116,136508,165795,133581,-0.03185366499966133,0.005190026691316138,8.384280561651883e-10,-0.06021447568663538,0.0052922996345437,5.39727348212682e-30,142224.41558441555,144084.15584415584,145925.4545454545,139194.54545454547
