feature,logOR_true,logOR_naive_noisy,logOR_lambda,se_wald_noisy,p_wald_noisy,neglog10p,alpha,gamma,prev,p,q,lam,table_noise_disabled
46,-0.0023008063677453588,0.014147139816230224,0.03587613601036261,0.009685899895114824,0.14412767221556777,0.8412526275361552,-2.444497952597125,0.02,0.07963833333333334,0.8,0.7,0.05,0
47,0.009332879871722138,0.0010600007357924773,0.0025743517037241175,0.023362276448569957,0.9638105418957297,0.016008327814737627,-4.347896157711766,0.02,0.012776666666666667,0.8,0.7,0.05,0
48,0.01770761841616522,-0.025963207209968947,-0.06518668718728295,0.01497965044196325,0.0830544685997543,1.0806369961324358,3.4253114325925376,0.02,0.9684383333333333,0.8,0.7,0.05,0
49,-0.03837716865798431,-0.027678414987782136,-0.0722038071558909,0.034203060653574834,0.41837828478110917,0.3784308648780629,-5.109647704981276,0.02,0.005955,0.8,0.7,0.05,0
50,0.029752656983188682,0.01185585222120125,0.030076453377572684,0.005899225581389744,0.04445974439220641,1.3520330384740367,-0.9945089164943245,0.02,0.27132666666666666,0.8,0.7,0.05,0
51,0.01494072124254559,0.005363744800807421,0.01345966183223973,0.026958378664539564,0.8422909649223355,0.07453785786885457,-4.649096161977174,0.02,0.009558333333333334,0.8,0.7,0.05,0
52,0.0268592766410366,0.018690070810448312,0.04733627288174439,0.008800421757406002,0.03368938934688191,1.472506860959606,-2.2171382464412006,0.02,0.09843333333333333,0.8,0.7,0.05,0
53,0.02257791892308202,0.01026022918471669,0.02636961979109638,0.009241865129410881,0.2669170241184172,0.5736237257819841,2.331889615918854,0.02,0.9113283333333333,0.8,0.7,0.05,0
54,0.01522586960920051,0.006621764890583942,0.016806763587429663,0.019897788770030903,0.7392935749216892,0.1311830681676679,-4.016273815874619,0.02,0.017703333333333335,0.8,0.7,0.05,0
55,0.025830556727015713,-0.022808445967804628,-0.060720864892654866,0.0817440902402112,0.7802275056178678,0.10777874342758702,-8.338711732223066,0.02,0.001035,0.8,0.7,0.05,0
56,0.016921086028449016,0.0058753983563708985,0.01495813556662585,0.005431776268040865,0.2793984580678528,0.5537759949808592,0.5301233659492102,0.02,0.6285866666666666,0.8,0.7,0.05,0
57,0.01095489300457996,-0.10177021462623193,-0.27813496272671767,0.03861556509752633,0.00840205238738121,2.075614614933274,-5.368379411461691,0.02,0.004738333333333333,0.8,0.7,0.05,0
58,0.023994451207981046,0.006122258887169852,0.015581613007249487,0.011188266514646727,0.5842389139978843,0.2334095196464306,-2.773818440162499,0.02,0.058416666666666665,0.8,0.7,0.05,0
59,0.02272281830791959,-0.0026607948602881313,-0.006800854656602375,0.005941969635053601,0.6542998686174458,0.18422316690739005,-1.0146482220325317,0.02,0.26589666666666667,0.8,0.7,0.05,0
60,-0.006953652383764761,0.005535033646171221,0.014180232376332702,0.01261347322486108,0.6607925805911645,0.17993484193828818,3.044397519820844,0.02,0.954605,0.8,0.7,0.05,0
61,0.00881582051654111,0.042827201182548146,0.11277767695576993,0.03666754683755431,0.24281219404388565,0.6147295067524986,5.264426250082598,0.02,0.9948066666666666,0.8,0.7,0.05,0
62,0.05184712759519897,0.04500094372047328,0.11176034609813884,0.025836012571403603,0.081544957425541,1.0886028896816102,-4.560524188270033,0.02,0.010348333333333333,0.8,0.7,0.05,0
63,0.030717983420023773,0.008856088776909812,0.022420992407287413,0.007399654060872148,0.23137488743865997,0.6356837795184808,-1.7503579019425257,0.02,0.14731666666666668,0.8,0.7,0.05,0
64,0.013146792376855097,0.03002615970354825,0.0756562050436362,0.008845657639692672,0.0006876610940438973,3.1626255461393242,-2.238265693515447,0.02,0.097135,0.8,0.7,0.05,0
65,0.048410367917752335,0.02019245576743038,0.05083938138633371,0.010374825212397644,0.0516194836083883,1.2871863443707865,-2.6101002896474226,0.02,0.06847166666666667,0.8,0.7,0.05,0
66,-0.04074356695758532,-0.027060587451412314,-0.07215836095186576,0.0814710011404796,0.7397760483215152,0.13089973391571824,-7.341524648862451,0.02,0.0010433333333333334,0.8,0.7,0.05,0
67,0.02423966078908792,0.006452464827642301,0.01646852738621605,0.014255015904106336,0.6508042303980424,0.18654963269806332,3.3158795812698196,0.02,0.964855,0.8,0.7,0.05,0
68,0.007599626941003613,-0.0009724362753001048,-0.002476629913982423,0.0056610409500929305,0.8636128975101125,0.06368088037712377,0.7843287710304807,0.02,0.6872033333333334,0.8,0.7,0.05,0
69,0.010187101700481415,-0.009313978562077309,-0.02282422266513006,0.059519189839737835,0.8756491774008228,0.057669855973371445,6.1860639497655,0.02,0.9980566666666667,0.8,0.7,0.05,0
70,0.012658586609775186,0.005239827922617332,0.013374743196947,0.0054015769499268585,0.33201896759856264,0.47883710518726075,0.4773358344928085,0.02,0.61759,0.8,0.7,0.05,0
71,0.018941366953189463,-0.0022597074315961465,-0.005775566134350748,0.005658606363462534,0.689642753954353,0.16137582254457675,-0.7840620382511716,0.02,0.31353,0.8,0.7,0.05,0
72,0.022749626076738916,0.008679662526227913,0.022289467414445305,0.011219949290195123,0.4391721300359368,0.3573652281109004,2.7815140861514207,0.02,0.9418016666666666,0.8,0.7,0.05,0
73,0.013699144568568992,0.005230564522883318,0.013410738808532606,0.011690394456130768,0.6545688594113721,0.18404465974830223,2.8862063137900424,0.02,0.946705,0.8,0.7,0.05,0
74,0.015556432600815295,0.009814746189203931,0.025143250575657843,0.006556531150043468,0.1344083767823188,0.8715736637452226,1.3855068974998208,0.02,0.7992483333333333,0.8,0.7,0.05,0
75,0.028110118628054025,0.002970729249313134,0.0075854091550367365,0.005260071854271695,0.5722304129031484,0.24242906403334927,-0.12463820272755033,0.02,0.46898833333333334,0.8,0.7,0.05,0
76,-0.00499685455572774,-0.08149319840994751,-0.19836643837726775,0.044728403719475326,0.06846161167572608,1.1645528812186556,5.707086508720917,0.02,0.9965916666666667,0.8,0.7,0.05,0
77,0.0215707741381341,0.019717667583772348,0.050072426212541446,0.007096623502995546,0.005461763901654309,2.262667077251005,-1.6330409029285353,0.02,0.16317166666666666,0.8,0.7,0.05,0
78,0.013468614902004548,-0.0024126999209271283,-0.0061884957165467295,0.010895637548746987,0.8247519977090879,0.08367662383598912,-2.7209336923666703,0.02,0.06188833333333333,0.8,0.7,0.05,0
79,0.01440287141249475,-0.008513383815699943,-0.021603308385159104,0.009194918836317208,0.35450877775882317,0.45037300706758565,2.324308339673972,0.02,0.910635,0.8,0.7,0.05,0
80,0.012047332044670041,-0.016470193149904715,-0.04232120545452236,0.02033800458404532,0.4180416498035141,0.378780446983974,-4.0507548007591,0.02,0.01698,0.8,0.7,0.05,0
81,0.038145930690686336,0.020456496030753016,0.05297876427254312,0.009390393008884924,0.029372595370498703,1.5320576774034256,2.3619288685706756,0.02,0.9142066666666666,0.8,0.7,0.05,0
82,0.034570855908879414,0.038163417793028835,0.09548165988807225,0.019628117654723106,0.051856407227458066,1.285197575791511,-3.9882507665421487,0.02,0.018101666666666665,0.8,0.7,0.05,0
83,0.015170089329506546,-0.004059424702866939,-0.010402068213245809,0.006430742615374847,0.5278752006573378,0.27746874048182063,-1.3156473485100337,0.02,0.21144166666666667,0.8,0.7,0.05,0
84,0.005823922038394342,0.023504084888498936,0.05916320506750313,0.013639964562072584,0.08485636693121452,1.0713155662001137,-3.2093512281971632,0.02,0.038358333333333335,0.8,0.7,0.05,0
85,0.012469231515941176,0.005527057812799038,0.01409339396261719,0.009872544118823188,0.57558769880109,0.23988849618069663,-2.490167844763426,0.02,0.07652,0.8,0.7,0.05,0
86,0.022151734421501378,0.01319285787485729,0.03337947021522684,0.007914020363288548,0.09550973339744595,1.019952367207891,-1.9450968449881296,0.02,0.12552666666666668,0.8,0.7,0.05,0
87,0.01429869557488882,0.001043547830542035,0.002653464056380222,0.005434046876515546,0.847711814559187,0.07175176403850843,-0.531980517723518,0.02,0.37044666666666665,0.8,0.7,0.05,0
88,0.021777664149749604,0.009836521871602874,0.024937579675007503,0.007049095577291106,0.16288610602995668,0.7881159588582403,-1.622520174454799,0.02,0.16599833333333333,0.8,0.7,0.05,0
89,0.004836861863440253,-0.0008640332570450583,-0.00221862345253743,0.008475375709452506,0.9187992934543177,0.03677934744415241,-2.1160652972199108,0.02,0.10747833333333333,0.8,0.7,0.05,0
90,0.03409614270345657,-0.013209892059409029,-0.03355055425795153,0.01367083253666247,0.3339026274870921,0.47638016345938883,3.2187645444361523,0.02,0.9617316666666667,0.8,0.7,0.05,0
91,0.025499202742223857,0.014337571708520494,0.036395305583306684,0.009610483361038626,0.13573377714021256,0.8673120653818964,-2.424078109575852,0.02,0.08102666666666666,0.8,0.7,0.05,0
92,0.019907399537900612,0.008937299411035708,0.02294933045220196,0.005378800654954436,0.09659732139412304,1.015034916233372,0.4412426038876178,0.02,0.6076316666666667,0.8,0.7,0.05,0
93,0.0119346842757762,-0.002587380969918351,-0.006639997326382547,0.006429015099632953,0.6873501499274606,0.16282196826582354,-1.3139800776510477,0.02,0.21162833333333333,0.8,0.7,0.05,0
94,0.018573290515646598,0.013135852289948085,0.03385048980398109,0.010200134043836458,0.1978115073478275,0.7037484476615027,2.5628414546097726,0.02,0.928505,0.8,0.7,0.05,0
95,0.015439027381011723,0.01772288706789574,0.04527302367498805,0.005347910963502621,0.0009197703460727001,3.0363205964412554,-0.38413361065935847,0.02,0.40446333333333334,0.8,0.7,0.05,0
96,0.015449147299968765,0.02243023399574158,0.058054038723908845,0.012037956372359885,0.0624211227636367,1.2046684239810583,2.9328866854109483,0.02,0.94974,0.8,0.7,0.05,0
97,0.0171935258696955,4.4895173738847876e-05,0.00011333993674278212,0.005391835390752864,0.9933564826314395,0.002894869675003273,-0.4632072277675894,0.02,0.38638833333333333,0.8,0.7,0.05,0
98,0.010682612229521962,0.0021532006363573146,0.005489106621356844,0.006828100173178336,0.7525004567696304,0.123493232116219,1.5130109487433983,0.02,0.8197733333333334,0.8,0.7,0.05,0
99,0.05218018682304991,0.001846837120929423,0.004429385167569382,0.03506467450839023,0.9579952805917515,0.018636630397456305,-5.178161655853389,0.02,0.005631666666666667,0.8,0.7,0.05,0
100,0.05278021139339155,0.015086825635584847,0.03869695110212604,0.014388302428515295,0.29438620258235515,0.5310825485558928,3.333562323207979,0.02,0.965465,0.8,0.7,0.05,0
101,-0.08886003214813905,-0.01641080432252471,-0.04081905999939264,0.054243902411848684,0.7622424958390779,0.11790684250436195,6.011079148043715,0.02,0.9976616666666667,0.8,0.7,0.05,0
102,0.017319089064097033,0.005071036269950241,0.013014801850516766,0.014881733370515647,0.7332874624459921,0.1347257403924577,3.3945447864237748,0.02,0.9678333333333333,0.8,0.7,0.05,0
103,-0.008524360995650546,0.016672276118924377,0.0418762012324692,0.030225733921974356,0.5812278485768865,0.235653585369332,-4.887378066266035,0.02,0.007573333333333333,0.8,0.7,0.05,0
104,0.02433917166427359,-7.156095734364548e-05,-0.00019513097551158949,0.008421190661549952,0.9932198785013453,0.0029545969738469804,-2.0972272663280873,0.02,0.10902666666666666,0.8,0.7,0.05,0
105,0.02462279881380007,0.008081330857265142,0.02073676339518169,0.006721890864506818,0.22927028013190942,0.6396522383849529,1.4626924477470629,0.02,0.8119633333333334,0.8,0.7,0.05,0
106,0.0012100593290540786,-0.06183305857429927,-0.16453048508266446,0.04271480647209918,0.1477348163663685,0.8305171433208309,-5.549565751954142,0.02,0.003835,0.8,0.7,0.05,0
107,0.029506342438085052,0.008952903780408063,0.022947649494257538,0.0059764096382439675,0.1341227241041466,0.8724976344008033,1.041283856373895,0.02,0.7385333333333334,0.8,0.7,0.05,0
108,0.027872722118604885,0.006435936246626373,0.016374472636395746,0.006938903631162516,0.35365927877907044,0.45141494306807234,-1.5620595425975001,0.02,0.17287,0.8,0.7,0.05,0
109,0.0280565663547313,0.011150205518046317,0.028645358177202516,0.00533220884529159,0.036518704029704946,1.4374846430417527,0.3442981233386393,0.02,0.5859116666666667,0.8,0.7,0.05,0
110,0.018701567020585532,0.009793996486337513,0.024922929604576094,0.006898575104240173,0.15569126331617184,0.8077357573742943,-1.5510158194218444,0.02,0.17540166666666668,0.8,0.7,0.05,0
111,0.029029131492205904,-0.002678961681398486,-0.006846457156583844,0.006902323376652399,0.6979238084966348,0.15619198619573127,1.554678412680514,0.02,0.824575,0.8,0.7,0.05,0
112,0.018994201116802695,0.011254528983750484,0.028608059995915498,0.008264996929699094,0.17328942355333665,0.7612279429559813,-2.044880893582145,0.02,0.11364333333333333,0.8,0.7,0.05,0
113,0.01304805759054429,0.005212871248308375,0.013290182100226226,0.005270293371737295,0.3226119829291537,0.4913195054425385,0.1777449718361246,0.02,0.544435,0.8,0.7,0.05,0
114,0.006047517065756294,0.0018064514020933768,0.004593538509238042,0.0086560188660793,0.8346878277351505,0.07847591977538593,-2.17146950882171,0.02,0.102425,0.8,0.7,0.05,0
115,0.010987119912851985,-0.00019954982330988255,-0.0005163309777827671,0.00805398549895092,0.9802332106697458,0.008670587513782727,-1.9928119990067015,0.02,0.120645,0.8,0.7,0.05,0
116,0.0012293198132717442,0.0014556131042022737,0.003675148098972227,0.011792978734915156,0.9017662167994654,0.04490603885912038,-2.896267500362984,0.02,0.05224,0.8,0.7,0.05,0
117,0.014336951435972101,0.0074619287311028844,0.019128998419559486,0.005255749106979181,0.15567610205594587,0.8077780511558033,0.08215480772040973,0.02,0.5197383333333333,0.8,0.7,0.05,0
118,0.06223907295548906,0.017773566123511365,0.04487528337539287,0.02770918229629363,0.5212418156822861,0.2829607510722408,-4.688191581805969,0.02,0.00903,0.8,0.7,0.05,0
119,0.01409292772094356,0.0055625074381373246,0.014153824483062172,0.007958132438304592,0.4845698678164543,0.31464359524990837,-1.9495710700643833,0.02,0.12411833333333333,0.8,0.7,0.05,0
120,0.019711068621827105,0.01002767092267612,0.025584131220406356,0.005385238893870315,0.06259377005705813,1.2034688898643804,-0.45196157931602365,0.02,0.38830333333333333,0.8,0.7,0.05,0
121,0.025375949300403898,0.01110975365514879,0.02848839933233217,0.006066953462179291,0.06707196388996976,1.1734589771826807,1.1044273109777245,0.02,0.7501666666666666,0.8,0.7,0.05,0
122,0.03433997833329974,-0.013302261097515526,-0.03365124490785101,0.018735138129102595,0.47769377529459367,0.3208504178600892,3.884395145138634,0.02,0.980015,0.8,0.7,0.05,0
123,0.04277753910993822,0.019568342333663842,0.049670085685670794,0.006165922716100525,0.0015054672699017454,2.82232868196828,-1.1674213639289082,0.02,0.23715666666666665,0.8,0.7,0.05,0
124,0.036869874964904285,0.005940724174895387,0.015178119597749295,0.008234177320419318,0.47061947595718046,0.3273301040921839,-2.0465908723719535,0.02,0.11478166666666667,0.8,0.7,0.05,0
125,0.05339154547346317,0.02296866822461115,0.057843767934856474,0.025994396260107588,0.3769117700233654,0.4237603003949521,-4.571843571303971,0.02,0.010263333333333333,0.8,0.7,0.05,0
126,0.025513954958243074,-0.02402829319228049,-0.062369474752947816,0.025401391355391285,0.3441771607873281,0.46321795234992336,-4.507807832808345,0.02,0.010841666666666666,0.8,0.7,0.05,0
127,0.022308726110056225,0.018597295218766366,0.04778072715799285,0.006709592295956824,0.005575627935629772,2.2537062146256357,1.4560406670533539,0.02,0.81086,0.8,0.7,0.05,0
128,-0.159454908561268,0.05043514716918274,0.12418663732358162,0.07928221665833739,0.5246805902564338,0.2801050015543635,-6.792234421718084,0.02,0.0010866666666666668,0.8,0.7,0.05,0
129,0.021461687839061983,0.0052415977480928895,0.013328189579488602,0.0054305185257570955,0.3344389972507066,0.47568308738336507,-0.5267349775494989,0.02,0.3714633333333333,0.8,0.7,0.05,0
130,0.02617426254094569,0.015536831273295653,0.039535572161045425,0.006067579920528588,0.010448236178780063,1.9809570188808674,-1.1075509482182295,0.02,0.24887833333333334,0.8,0.7,0.05,0
131,0.024466737995009796,0.012436270191124085,0.031781595176477925,0.005543597390066225,0.024873777068944808,1.6042582623516841,0.6603368932631792,0.02,0.66023,0.8,0.7,0.05,0
132,0.01711116649658649,-0.0013679970828995593,-0.0035161173422664114,0.006280983697171717,0.8275850892538176,0.08218734269591665,-1.2351968238573177,0.02,0.22579666666666667,0.8,0.7,0.05,0
133,0.028519219993549054,-0.009139338217086934,-0.023572651395388628,0.018826353976298168,0.6273539821978769,0.2024873409307437,-3.8954156669951363,0.02,0.01987,0.8,0.7,0.05,0
134,0.03445332505150623,0.006120628596414541,0.015607218696564042,0.010415559242698812,0.5567720637217503,0.2543225637636261,-2.6196186765009237,0.02,0.06812666666666667,0.8,0.7,0.05,0
135,0.027574761229397365,0.00650627403572353,0.016659071366199554,0.005796898094482302,0.2617044564156298,0.5821888819446104,0.9014905502629171,0.02,0.7116983333333333,0.8,0.7,0.05,0
136,0.02235398824901043,0.005657849025797084,0.014407818739324917,0.005253547541676791,0.2814991170101383,0.5505229630798675,-0.08596372875558367,0.02,0.47880333333333336,0.8,0.7,0.05,0
137,0.011060569548952818,0.016099103202668243,0.040689746236075616,0.02214268926483402,0.4671881070047337,0.330508221392145,-4.251329258154712,0.02,0.014218333333333333,0.8,0.7,0.05,0
138,0.0198904419681488,-0.009166290666756094,-0.02373910529884135,0.012482208708541477,0.4627363938341623,0.33466634225548353,-3.016382914815238,0.02,0.04650833333333333,0.8,0.7,0.05,0
139,0.006665441408933852,0.011777636556821725,0.030115657935226293,0.005251620277317641,0.024918283097077703,1.6034818844507641,-0.04096207315463363,0.02,0.4896816666666667,0.8,0.7,0.05,0
140,0.016522442560264205,0.0012626575981108986,0.0032222696569706565,0.005943489356312647,0.8317608004845145,0.080001551071857,-1.0223274321080669,0.02,0.2656266666666667,0.8,0.7,0.05,0
141,0.016246183828190167,0.007393638647104902,0.01887060401325826,0.0062071753175422534,0.23359712172393643,0.6315325127031006,1.1876784940253737,0.02,0.766675,0.8,0.7,0.05,0
142,0.0244037984829851,0.007878997032580022,0.020129870902311445,0.005420871148958462,0.14609722177567822,0.835358042648623,0.5091393192035254,0.02,0.6243183333333333,0.8,0.7,0.05,0
143,0.016922911347938014,0.019661305643392295,0.05012213987815614,0.005299723542115918,0.00020736256679934986,3.683269639941954,-0.27530464841652025,0.02,0.4307933333333333,0.8,0.7,0.05,0
144,0.035615620633882135,0.016919788383044445,0.04288935247414337,0.016805752552809063,0.31403785280147956,0.5030180007420476,-3.672671408846189,0.02,0.024961666666666667,0.8,0.7,0.05,0
145,0.0077717903002129125,-0.005963515382772708,-0.015471547039579942,0.02477104816496303,0.8097524656429056,0.09164772091768919,-4.463694832310524,0.02,0.011375,0.8,0.7,0.05,0
146,0.028586916164789627,0.00603668622938656,0.015388502482745606,0.005918673747463402,0.3077573880516097,0.5117915125590086,-0.9997837135974763,0.02,0.2689316666666667,0.8,0.7,0.05,0
147,0.015614143192589877,0.015323711054372661,0.03901642582550254,0.0055292548003987915,0.0055817850788909325,2.2532268896045813,0.6490241835911446,0.02,0.6569083333333333,0.8,0.7,0.05,0
148,0.022988365733277272,0.0006619291039256422,0.0016787478003452239,0.007316062117087396,0.9279088489664227,0.03249468362508048,-1.717535603253112,0.02,0.15171166666666666,0.8,0.7,0.05,0
149,0.0461440692323153,0.0577742531039286,0.1434760325968043,0.026361637989904138,0.0284081626613965,1.5465568539863384,-4.595747187259026,0.02,0.009925,0.8,0.7,0.05,0
